Size,Bedrooms,Bathrooms,Lat,Long,Amenities_Score,BedtoBath_Ratio,Furnished,Apartment,Duplex,Penthouse,Room,Studio,TotalRooms,Level_category,accessibility_score
140,3,2,30.093319,31.63791604173324,7,0.6666666666666666,0,1,0,0,0,0,5,0,0
194,4,2,30.023763950000003,31.223186029658244,2,0.5,1,1,0,0,0,0,6,0,0
180,3,2,30.1005985,31.3329136,6,0.6666666666666666,0,1,0,0,0,0,5,1,1
156,2,3,30.00579785,31.537649320922903,6,1.5,1,1,0,0,0,0,5,0,0
120,2,1,30.1005985,31.3329136,8,0.5,1,1,0,0,0,0,3,0,0
275,3,2,30.0632671,31.4544799,3,0.6666666666666666,1,1,0,0,0,0,5,0,0
149,3,2,30.0632671,31.4544799,4,0.6666666666666666,1,1,0,0,0,0,5,0,0
240,4,4,30.0123303,31.51555386421819,8,1.0,1,1,0,0,0,0,8,0,0
123,3,2,30.063584,31.4889939,9,0.6666666666666666,1,1,0,0,0,0,5,0,0
185,3,3,42.3040807,-74.01013495333201,7,1.0,0,1,0,0,0,0,6,0,0
60,1,1,30.063584,31.4889939,13,1.0,1,0,0,0,0,1,2,0,0
79,2,1,30.093319,31.63791604173324,6,0.5,1,1,0,0,0,0,3,0,0
150,3,2,30.0632671,31.4544799,4,0.6666666666666666,1,1,0,0,0,0,5,0,0
170,3,3,30.0632671,31.4544799,4,1.0,1,1,0,0,0,0,6,0,0
165,4,1,30.149150650000003,31.629114053470285,11,0.25,1,1,0,0,0,0,5,0,0
200,3,2,30.0632671,31.4544799,4,0.6666666666666666,1,1,0,0,0,0,5,0,0
140,2,2,30.1075622,31.40870574519208,3,1.0,1,1,0,0,0,0,4,0,0
253,4,4,30.093319,31.63791604173324,5,1.0,0,1,0,0,0,0,8,1,1
190,4,2,30.1075622,31.40870574519208,4,0.5,1,1,0,0,0,0,6,1,1
100,2,1,30.142806,31.742824,4,0.5,1,1,0,0,0,0,3,0,0
50,1,1,42.3040807,-74.01013495333201,2,1.0,1,0,0,0,0,1,2,0,0
235,2,3,30.051086,31.53707949499285,7,1.5,0,0,0,1,0,0,5,0,0
130,2,2,29.9597112,31.258077057336912,2,1.0,0,1,0,0,0,0,4,0,0
220,3,3,42.3040807,-74.01013495333201,12,1.0,0,0,1,0,0,0,6,0,0
150,3,2,30.01444925,31.46814955929885,7,0.6666666666666666,0,1,0,0,0,0,5,0,0
131,3,2,30.063584,31.4889939,8,0.6666666666666666,1,1,0,0,0,0,5,0,0
130,3,2,30.063584,31.4889939,5,0.6666666666666666,1,1,0,0,0,0,5,1,1
96,2,2,30.093319,31.63791604173324,8,1.0,1,1,0,0,0,0,4,1,1
165,3,3,30.093319,31.63791604173324,5,1.0,0,1,0,0,0,0,6,0,0
155,3,3,30.063584,31.4889939,12,1.0,1,1,0,0,0,0,6,0,0
70,2,1,44.4000287,8.2838084,4,0.5,1,1,0,0,0,0,3,1,2
220,3,2,42.3040807,-74.01013495333201,12,0.6666666666666666,1,1,0,0,0,0,5,1,1
70,2,1,30.093319,31.63791604173324,6,0.5,1,1,0,0,0,0,3,0,0
160,3,2,30.149150650000003,31.629114053470285,5,0.6666666666666666,0,1,0,0,0,0,5,0,0
131,3,2,30.063584,31.4889939,9,0.6666666666666666,1,1,0,0,0,0,5,0,0
110,2,2,30.063584,31.4889939,9,1.0,1,1,0,0,0,0,4,0,0
120,3,1,29.952888,31.2634764531612,3,0.3333333333333333,0,1,0,0,0,0,4,1,1
122,3,2,30.063584,31.4889939,6,0.6666666666666666,0,1,0,0,0,0,5,0,0
175,3,3,30.093319,31.63791604173324,9,1.0,1,1,0,0,0,0,6,1,1
140,3,1,29.952888,31.2634764531612,7,0.3333333333333333,1,1,0,0,0,0,4,1,1
78,2,1,30.093319,31.63791604173324,6,0.5,0,1,0,0,0,0,3,0,0
80,1,1,30.0632671,31.4544799,10,1.0,1,0,0,0,0,1,2,0,0
89,2,2,30.093319,31.63791604173324,6,1.0,0,1,0,0,0,0,4,1,1
107,3,2,30.093319,31.63791604173324,6,0.6666666666666666,0,1,0,0,0,0,5,1,1
74,2,1,30.093319,31.63791604173324,6,0.5,0,1,0,0,0,0,3,0,0
88,1,1,30.0632671,31.4544799,7,1.0,0,0,0,0,0,1,2,0,0
140,3,2,30.093319,31.63791604173324,6,0.6666666666666666,0,1,0,0,0,0,5,1,1
185,3,3,29.9865446,31.552985,9,1.0,0,1,0,0,0,0,6,0,0
103,2,2,30.093319,31.63791604173324,8,1.0,1,1,0,0,0,0,4,0,0
100,2,1,42.3040807,-74.01013495333201,9,0.5,1,1,0,0,0,0,3,1,1
99,3,2,30.063584,31.4889939,9,0.6666666666666666,1,1,0,0,0,0,5,0,0
100,2,1,30.093319,31.63791604173324,8,0.5,1,1,0,0,0,0,3,0,0
140,3,3,42.3040807,-74.01013495333201,9,1.0,1,1,0,0,0,0,6,0,0
200,3,3,42.3040807,-74.01013495333201,9,1.0,0,1,0,0,0,0,6,0,0
175,3,2,30.0521177,31.3422045,7,0.6666666666666666,0,1,0,0,0,0,5,0,0
210,3,3,42.3040807,-74.01013495333201,13,1.0,1,1,0,0,0,0,6,1,1
145,2,3,30.0005389,31.414719007664267,9,1.5,1,1,0,0,0,0,5,0,0
170,2,4,30.0005389,31.414719007664267,11,2.0,0,1,0,0,0,0,6,0,0
202,3,4,30.0005389,31.414719007664267,9,1.3333333333333333,1,0,1,0,0,0,7,0,0
88,1,1,14.550879,121.1362882,12,1.0,1,0,0,0,0,1,2,0,0
170,3,2,42.3040807,-74.01013495333201,12,0.6666666666666666,1,1,0,0,0,0,5,0,0
140,2,2,30.0269928,31.40906325945414,6,1.0,1,1,0,0,0,0,4,0,0
270,3,3,42.3040807,-74.01013495333201,12,1.0,1,1,0,0,0,0,6,0,0
300,3,3,30.0521177,31.3422045,7,1.0,1,1,0,0,0,0,6,1,1
166,2,3,42.3040807,-74.01013495333201,13,1.5,1,1,0,0,0,0,5,0,0
190,3,3,30.00579785,31.537649320922903,11,1.0,1,1,0,0,0,0,6,0,0
185,3,2,42.3040807,-74.01013495333201,13,0.6666666666666666,1,1,0,0,0,0,5,0,0
156,2,3,30.0123303,31.51555386421819,9,1.5,1,1,0,0,0,0,5,0,0
191,3,3,30.0123303,31.51555386421819,9,1.0,1,1,0,0,0,0,6,0,0
143,2,3,30.0641413,31.42413429130798,9,1.5,1,0,1,0,0,0,5,0,0
116,3,1,30.093319,31.63791604173324,8,0.3333333333333333,0,1,0,0,0,0,4,1,1
120,3,1,29.9597112,31.258077057336912,9,0.3333333333333333,1,1,0,0,0,0,4,0,0
195,3,3,30.0244139,31.53830014902532,9,1.0,0,1,0,0,0,0,6,0,0
197,3,3,30.051086,31.53707949499285,8,1.0,0,1,0,0,0,0,6,0,0
120,3,2,30.0521177,31.3422045,9,0.6666666666666666,1,1,0,0,0,0,5,1,1
186,3,3,30.02061805,31.53881207732435,9,1.0,0,0,0,1,0,0,6,2,2
78,2,1,30.093319,31.63791604173324,7,0.5,1,1,0,0,0,0,3,0,0
165,3,3,30.093319,31.63791604173324,6,1.0,0,1,0,0,0,0,6,1,1
200,3,2,30.0521177,31.3422045,9,0.6666666666666666,1,1,0,0,0,0,5,1,1
96,2,2,30.093319,31.63791604173324,9,1.0,1,1,0,0,0,0,4,0,0
122,2,2,42.3040807,-74.01013495333201,9,1.0,1,1,0,0,0,0,4,0,0
122,2,2,30.0244139,31.53830014902532,8,1.0,1,1,0,0,0,0,4,0,0
110,1,1,30.063584,31.4889939,6,1.0,1,0,0,0,0,1,2,0,0
130,3,2,42.3040807,-74.01013495333201,6,0.6666666666666666,0,1,0,0,0,0,5,0,0
58,1,1,30.093319,31.63791604173324,8,1.0,1,0,0,0,0,1,2,0,0
80,2,1,30.093319,31.63791604173324,7,0.5,0,1,0,0,0,0,3,0,0
310,4,4,30.0123303,31.51555386421819,13,1.0,0,0,0,1,0,0,8,0,0
200,3,2,42.3040807,-74.01013495333201,10,0.6666666666666666,1,1,0,0,0,0,5,0,0
168,3,3,29.98737805,31.5554474,10,1.0,1,0,0,1,0,0,6,2,2
175,2,2,30.0805735,31.2452966,9,1.0,1,1,0,0,0,0,4,2,2
140,3,3,42.3040807,-74.01013495333201,7,1.0,0,1,0,0,0,0,6,0,0
225,4,2,30.0887612,31.2898195,6,0.5,0,1,0,0,0,0,6,0,0
201,3,3,29.98737805,31.5554474,7,1.0,0,1,0,0,0,0,6,0,0
200,3,2,30.063584,31.4889939,10,0.6666666666666666,1,1,0,0,0,0,5,0,0
140,3,3,30.063584,31.4889939,9,1.0,1,1,0,0,0,0,6,0,0
82,2,1,30.093319,31.63791604173324,8,0.5,1,1,0,0,0,0,3,0,0
135,3,2,30.093319,31.63791604173324,8,0.6666666666666666,1,1,0,0,0,0,5,0,0
185,3,3,42.3040807,-74.01013495333201,8,1.0,0,1,0,0,0,0,6,1,1
135,3,2,30.093319,31.63791604173324,7,0.6666666666666666,1,1,0,0,0,0,5,0,0
131,3,2,30.063584,31.4889939,6,0.6666666666666666,1,1,0,0,0,0,5,0,0
220,2,1,30.063584,31.4889939,9,0.5,1,1,0,0,0,0,3,0,0
96,2,2,30.093319,31.63791604173324,10,1.0,1,1,0,0,0,0,4,0,0
120,2,1,30.0887612,31.2898195,7,0.5,0,1,0,0,0,0,3,1,1
200,3,3,30.093319,31.63791604173324,9,1.0,0,1,0,0,0,0,6,0,0
175,3,3,29.98737805,31.5554474,10,1.0,1,1,0,0,0,0,6,0,0
175,3,2,30.1075622,31.40870574519208,4,0.6666666666666666,1,1,0,0,0,0,5,1,1
170,3,1,30.1075622,31.40870574519208,5,0.3333333333333333,1,1,0,0,0,0,4,1,1
190,4,3,30.1075622,31.40870574519208,9,0.75,1,1,0,0,0,0,7,1,1
154,2,2,29.9865446,31.552985,7,1.0,0,1,0,0,0,0,4,0,0
144,2,2,30.0244139,31.53830014902532,8,1.0,1,1,0,0,0,0,4,0,0
96,2,2,30.093319,31.63791604173324,5,1.0,1,1,0,0,0,0,4,0,0
130,4,1,30.1005985,31.3329136,6,0.25,0,1,0,0,0,0,5,0,0
205,3,3,42.3040807,-74.01013495333201,5,1.0,1,1,0,0,0,0,6,0,0
250,4,2,30.0632671,31.4544799,4,0.5,0,1,0,0,0,0,6,0,0
187,3,3,30.0632671,31.4544799,4,1.0,0,1,0,0,0,0,6,0,0
83,2,1,29.9865446,31.552985,10,0.5,1,1,0,0,0,0,3,0,0
140,2,2,30.01348555,31.50795992548473,1,1.0,1,1,0,0,0,0,4,0,0
70,2,1,30.0632671,31.4544799,6,0.5,1,1,0,0,0,0,3,0,0
122,2,2,30.0959915,31.642971,3,1.0,1,1,0,0,0,0,4,0,0
120,3,1,30.0521177,31.3422045,3,0.3333333333333333,1,1,0,0,0,0,4,0,0
130,3,2,30.044986700000003,31.227439166607294,9,0.6666666666666666,0,1,0,0,0,0,5,0,0
58,1,1,30.093319,31.63791604173324,8,1.0,1,1,0,0,0,0,2,0,0
120,1,1,30.0521177,31.3422045,8,1.0,1,1,0,0,0,0,2,0,0
90,2,1,30.063584,31.4889939,8,0.5,1,1,0,0,0,0,3,0,0
200,3,3,30.0641413,31.42413429130798,10,1.0,1,0,1,0,0,0,6,1,1
220,3,3,42.3040807,-74.01013495333201,7,1.0,0,1,0,0,0,0,6,0,0
165,3,3,42.3040807,-74.01013495333201,7,1.0,0,1,0,0,0,0,6,0,0
131,3,2,30.063584,31.4889939,10,0.6666666666666666,1,1,0,0,0,0,5,1,1
191,4,3,30.00579785,31.537649320922903,11,0.75,1,1,0,0,0,0,7,0,0
90,2,1,30.0521177,31.3422045,7,0.5,1,1,0,0,0,0,3,0,0
130,3,2,42.3040807,-74.01013495333201,6,0.6666666666666666,0,1,0,0,0,0,5,1,1
180,4,1,30.0521177,31.3422045,9,0.25,1,1,0,0,0,0,5,2,2
100,2,1,30.093319,31.63791604173324,9,0.5,1,1,0,0,0,0,3,0,0
174,3,2,30.1075843,31.729161,7,0.6666666666666666,0,1,0,0,0,0,5,0,0
100,2,1,30.093319,31.63791604173324,5,0.5,1,1,0,0,0,0,3,0,0
134,2,2,30.2006796,31.677725304975123,3,1.0,0,1,0,0,0,0,4,1,1
134,2,2,30.2006796,31.677725304975123,3,1.0,0,1,0,0,0,0,4,0,0
133,3,3,30.093319,31.63791604173324,6,1.0,0,1,0,0,0,0,6,0,0
200,3,2,42.3040807,-74.01013495333201,7,0.6666666666666666,1,1,0,0,0,0,5,1,1
176,3,3,30.2006796,31.677725304975123,4,1.0,0,0,1,0,0,0,6,0,0
50,2,2,30.0163466,31.2804433,13,1.0,1,0,0,0,1,0,4,1,1
175,3,3,30.093319,31.63791604173324,6,1.0,0,1,0,0,0,0,6,0,0
90,2,1,30.063584,31.4889939,7,0.5,1,1,0,0,0,0,3,0,0
109,2,1,30.093319,31.63791604173324,9,0.5,1,1,0,0,0,0,3,0,0
109,2,1,30.093319,31.63791604173324,11,0.5,1,1,0,0,0,0,3,0,0
80,2,1,30.093319,31.63791604173324,5,0.5,0,1,0,0,0,0,3,1,2
160,3,1,30.0163466,31.2804433,5,0.3333333333333333,1,1,0,0,0,0,4,1,2
92,2,1,30.093319,31.63791604173324,9,0.5,1,1,0,0,0,0,3,0,0
78,2,1,30.093319,31.63791604173324,11,0.5,0,1,0,0,0,0,3,1,1
60,1,1,30.093319,31.63791604173324,7,1.0,1,0,0,0,0,1,2,0,0
180,3,3,30.093319,31.63791604173324,6,1.0,0,1,0,0,0,0,6,1,1
90,2,1,30.063584,31.4889939,9,0.5,1,1,0,0,0,0,3,0,0
123,2,1,30.093319,31.63791604173324,8,0.5,1,1,0,0,0,0,3,0,0
116,3,2,30.093319,31.63791604173324,7,0.6666666666666666,0,1,0,0,0,0,5,1,1
78,2,1,30.093319,31.63791604173324,8,0.5,1,1,0,0,0,0,3,1,1
58,3,3,30.00579785,31.537649320922903,13,1.0,1,1,0,0,0,0,6,0,0
170,3,3,30.063584,31.4889939,14,1.0,1,1,0,0,0,0,6,0,0
100,3,1,30.0632671,31.4544799,2,0.3333333333333333,0,1,0,0,0,0,4,0,0
120,3,1,30.0521177,31.3422045,8,0.3333333333333333,1,1,0,0,0,0,4,1,1
78,2,1,30.093319,31.63791604173324,7,0.5,0,1,0,0,0,0,3,1,1
180,3,2,30.0632671,31.4544799,3,0.6666666666666666,1,1,0,0,0,0,5,1,2
165,3,3,30.093319,31.63791604173324,8,1.0,0,1,0,0,0,0,6,1,1
133,3,2,30.093319,31.63791604173324,6,0.6666666666666666,0,1,0,0,0,0,5,1,1
150,3,2,30.0632671,31.4544799,10,0.6666666666666666,0,1,0,0,0,0,5,0,0
82,2,1,30.093319,31.63791604173324,6,0.5,0,1,0,0,0,0,3,1,1
210,3,3,30.0632671,31.4544799,9,1.0,1,1,0,0,0,0,6,0,0
88,1,2,10.7592548,122.5895577,3,2.0,1,0,0,0,0,1,3,0,0
82,2,1,30.093319,31.63791604173324,8,0.5,0,1,0,0,0,0,3,1,1
116,3,2,30.093319,31.63791604173324,9,0.6666666666666666,1,1,0,0,0,0,5,0,0
77,2,1,29.8500001,31.333333,7,0.5,0,1,0,0,0,0,3,0,0
233,3,3,30.02362815,31.304425051498075,8,1.0,0,1,0,0,0,0,6,0,0
161,3,2,42.3040807,-74.01013495333201,3,0.6666666666666666,0,1,0,0,0,0,5,0,0
140,3,2,30.093319,31.63791604173324,8,0.6666666666666666,0,1,0,0,0,0,5,1,1
210,3,3,30.0632671,31.4544799,5,1.0,1,1,0,0,0,0,6,0,0
135,2,2,29.9865446,31.552985,9,1.0,0,1,0,0,0,0,4,0,0
165,3,3,30.0653358,31.52110655330324,3,1.0,0,1,0,0,0,0,6,0,0
46,2,2,14.550879,121.1362882,9,1.0,1,1,0,0,0,0,4,0,0
122,2,2,42.3040807,-74.01013495333201,10,1.0,1,1,0,0,0,0,4,0,0
95,3,1,30.0521177,31.3422045,7,0.3333333333333333,1,1,0,0,0,0,4,0,0
279,3,3,42.3040807,-74.01013495333201,7,1.0,1,0,1,0,0,0,6,0,0
148,2,2,30.0269928,31.40906325945414,10,1.0,1,1,0,0,0,0,4,1,1
160,2,3,30.0269928,31.40906325945414,14,1.5,1,1,0,0,0,0,5,0,0
250,3,3,30.0632671,31.4544799,14,1.0,1,0,0,1,0,0,6,1,1
180,2,2,30.0632671,31.4544799,4,1.0,0,1,0,0,0,0,4,0,0
140,3,3,42.3040807,-74.01013495333201,7,1.0,0,1,0,0,0,0,6,1,1
131,3,2,30.063584,31.4889939,7,0.6666666666666666,0,1,0,0,0,0,5,1,1
120,3,1,30.1304761,31.3167491,3,0.3333333333333333,1,1,0,0,0,0,4,2,2
320,3,3,30.02362815,31.304425051498075,3,1.0,0,0,1,0,0,0,6,0,0
230,3,2,30.0632671,31.4544799,10,0.6666666666666666,0,0,1,0,0,0,5,0,0
108,1,1,30.05545955,31.21963165579828,6,1.0,0,1,0,0,0,0,2,0,0
82,2,1,30.093319,31.63791604173324,7,0.5,1,1,0,0,0,0,3,1,1
126,3,2,30.093319,31.63791604173324,8,0.6666666666666666,1,1,0,0,0,0,5,0,0
220,3,3,42.3040807,-74.01013495333201,6,1.0,0,1,0,0,0,0,6,0,0
150,3,3,30.0632671,31.4544799,9,1.0,0,1,0,0,0,0,6,0,0
78,2,1,30.093319,31.63791604173324,10,0.5,1,1,0,0,0,0,3,0,0
240,3,4,29.9907121,31.5121515,13,1.3333333333333333,0,0,1,0,0,0,7,0,0
337,3,3,30.02362815,31.304425051498075,2,1.0,0,0,0,1,0,0,6,0,0
140,3,2,30.093319,31.63791604173324,7,0.6666666666666666,0,1,0,0,0,0,5,0,0
140,3,2,30.093319,31.63791604173324,8,0.6666666666666666,1,1,0,0,0,0,5,1,1
116,3,2,30.093319,31.63791604173324,7,0.6666666666666666,1,1,0,0,0,0,5,1,1
78,2,1,30.093319,31.63791604173324,6,0.5,1,1,0,0,0,0,3,0,0
208,3,3,30.02362815,31.304425051498075,2,1.0,0,1,0,0,0,0,6,0,0
200,3,2,42.3040807,-74.01013495333201,7,0.6666666666666666,0,1,0,0,0,0,5,0,0
220,3,3,42.3040807,-74.01013495333201,7,1.0,0,1,0,0,0,0,6,0,0
200,3,3,42.3040807,-74.01013495333201,7,1.0,0,1,0,0,0,0,6,0,0
200,3,2,42.3040807,-74.01013495333201,7,0.6666666666666666,0,1,0,0,0,0,5,0,0
135,3,1,30.093319,31.63791604173324,7,0.3333333333333333,0,1,0,0,0,0,4,0,0
107,2,1,30.093319,31.63791604173324,7,0.5,0,1,0,0,0,0,3,1,1
116,3,2,30.093319,31.63791604173324,7,0.6666666666666666,0,1,0,0,0,0,5,0,0
165,3,3,30.093319,31.63791604173324,7,1.0,0,1,0,0,0,0,6,0,0
107,2,1,30.093319,31.63791604173324,8,0.5,1,1,0,0,0,0,3,1,1
124,3,2,30.093319,31.63791604173324,9,0.6666666666666666,1,1,0,0,0,0,5,0,0
131,3,2,30.063584,31.4889939,9,0.6666666666666666,1,1,0,0,0,0,5,1,1
125,2,2,30.12475835,31.370071774421465,9,1.0,1,1,0,0,0,0,4,0,0
120,2,2,29.9647127,31.2825293,7,1.0,1,1,0,0,0,0,4,1,1
207,3,3,29.9865446,31.552985,5,1.0,0,1,0,0,0,0,6,0,0
90,2,2,29.9597112,31.258077057336912,8,1.0,1,1,0,0,0,0,4,0,0
70,2,1,30.142806,31.742824,5,0.5,1,1,0,0,0,0,3,1,2
120,2,1,29.9647127,31.2825293,6,0.5,1,1,0,0,0,0,3,0,0
220,3,3,30.01917005,31.503741305690617,3,1.0,0,1,0,0,0,0,6,0,0
100,3,1,29.9597112,31.258077057336912,9,0.3333333333333333,1,1,0,0,0,0,4,0,0
110,2,1,29.9647127,31.2825293,5,0.5,0,1,0,0,0,0,3,1,1
290,3,3,30.149150650000003,31.629114053470285,9,1.0,1,0,1,0,0,0,6,0,0
150,3,2,30.149150650000003,31.629114053470285,5,0.6666666666666666,0,1,0,0,0,0,5,0,0
120,3,1,30.14120045,31.6491646160278,8,0.3333333333333333,0,1,0,0,0,0,4,0,0
120,3,1,30.14120045,31.6491646160278,8,0.3333333333333333,0,1,0,0,0,0,4,1,1
70,2,1,30.0632671,31.4544799,8,0.5,1,1,0,0,0,0,3,0,0
195,3,3,30.051086,31.53707949499285,11,1.0,0,1,0,0,0,0,6,0,0
200,3,2,42.3040807,-74.01013495333201,8,0.6666666666666666,0,1,0,0,0,0,5,0,0
139,3,2,30.063584,31.4889939,10,0.6666666666666666,0,1,0,0,0,0,5,1,2
120,2,1,42.3040807,-74.01013495333201,9,0.5,1,1,0,0,0,0,3,0,0
120,2,1,30.0521177,31.3422045,9,0.5,1,1,0,0,0,0,3,0,0
131,3,2,30.063584,31.4889939,4,0.6666666666666666,0,1,0,0,0,0,5,0,0
200,3,1,30.0521177,31.3422045,9,0.3333333333333333,1,1,0,0,0,0,4,1,1
90,2,1,30.063584,31.4889939,11,0.5,1,1,0,0,0,0,3,0,0
162,3,3,30.063584,31.4889939,12,1.0,0,1,0,0,0,0,6,0,0
250,4,3,30.063584,31.4889939,13,0.75,1,1,0,0,0,0,7,0,0
200,3,3,30.05545955,31.21963165579828,12,1.0,1,1,0,0,0,0,6,1,1
60,1,1,30.063584,31.4889939,13,1.0,0,0,0,0,0,1,2,0,0
131,3,2,30.063584,31.4889939,12,0.6666666666666666,0,1,0,0,0,0,5,1,1
125,2,1,30.1639624,31.4783856,6,0.5,1,1,0,0,0,0,3,0,0
170,3,2,30.0632671,31.4544799,4,0.6666666666666666,1,1,0,0,0,0,5,0,0
217,3,4,30.0632671,31.4544799,5,1.3333333333333333,1,1,0,0,0,0,7,0,0
90,2,1,30.063584,31.4889939,11,0.5,1,1,0,0,0,0,3,0,0
131,3,2,30.063584,31.4889939,9,0.6666666666666666,0,1,0,0,0,0,5,1,1
160,2,2,42.3040807,-74.01013495333201,10,1.0,1,1,0,0,0,0,4,0,0
100,2,1,42.3040807,-74.01013495333201,9,0.5,1,1,0,0,0,0,3,1,1
250,3,3,30.0632671,31.4544799,9,1.0,1,1,0,0,0,0,6,1,1
85,1,1,29.9865446,31.552985,5,1.0,0,0,0,0,0,1,2,0,0
140,2,2,30.0244139,31.53830014902532,9,1.0,0,1,0,0,0,0,4,0,0
250,4,3,30.0521177,31.3422045,10,0.75,1,1,0,0,0,0,7,1,1
188,3,3,42.3040807,-74.01013495333201,11,1.0,0,1,0,0,0,0,6,0,0
315,4,4,42.3040807,-74.01013495333201,10,1.0,0,0,0,1,0,0,8,1,2
100,2,2,30.093319,31.63791604173324,10,1.0,1,1,0,0,0,0,4,0,0
130,2,2,30.02061805,31.53881207732435,12,1.0,1,1,0,0,0,0,4,0,0
190,2,3,30.0269928,31.40906325945414,8,1.5,0,1,0,0,0,0,5,0,0
200,3,3,29.98737805,31.5554474,10,1.0,0,0,0,1,0,0,6,1,1
90,2,1,30.063584,31.4889939,9,0.5,1,1,0,0,0,0,3,1,1
90,2,1,30.063584,31.4889939,7,0.5,1,1,0,0,0,0,3,1,1
139,3,3,30.02362815,31.304425051498075,2,1.0,0,1,0,0,0,0,6,0,0
213,3,3,30.00579785,31.537649320922903,12,1.0,0,1,0,0,0,0,6,0,0
200,3,3,30.00579785,31.537649320922903,9,1.0,0,1,0,0,0,0,6,0,0
233,5,4,29.9865446,31.552985,9,0.8,1,1,0,0,0,0,9,1,1
109,2,1,30.093319,31.63791604173324,11,0.5,1,1,0,0,0,0,3,0,0
213,3,3,30.00579785,31.537649320922903,9,1.0,0,1,0,0,0,0,6,0,0
131,3,2,30.063584,31.4889939,6,0.6666666666666666,0,1,0,0,0,0,5,0,0
130,2,1,42.3040807,-74.01013495333201,11,0.5,1,1,0,0,0,0,3,0,0
214,3,3,30.00579785,31.537649320922903,8,1.0,0,1,0,0,0,0,6,0,0
119,3,3,30.063584,31.4889939,9,1.0,1,1,0,0,0,0,6,0,0
100,2,1,42.3040807,-74.01013495333201,9,0.5,1,0,0,0,0,1,3,0,0
210,3,3,42.3040807,-74.01013495333201,12,1.0,1,1,0,0,0,0,6,1,1
96,2,2,30.093319,31.63791604173324,9,1.0,1,1,0,0,0,0,4,0,0
113,3,2,30.093319,31.63791604173324,5,0.6666666666666666,1,1,0,0,0,0,5,0,0
75,1,1,29.957607,31.7190836,4,1.0,0,1,0,0,0,0,2,0,0
78,2,1,30.093319,31.63791604173324,7,0.5,1,1,0,0,0,0,3,1,1
131,3,2,30.093319,31.63791604173324,6,0.6666666666666666,0,1,0,0,0,0,5,1,1
178,3,3,30.093319,31.63791604173324,10,1.0,1,1,0,0,0,0,6,0,0
250,3,3,30.0327599,31.4471519,7,1.0,0,1,0,0,0,0,6,0,0
90,2,1,30.063584,31.4889939,9,0.5,0,1,0,0,0,0,3,1,1
110,2,1,30.063584,31.4889939,6,0.5,1,1,0,0,0,0,3,0,0
205,3,2,42.3040807,-74.01013495333201,6,0.6666666666666666,0,1,0,0,0,0,5,0,0
135,3,2,30.093319,31.63791604173324,8,0.6666666666666666,0,1,0,0,0,0,5,0,0
260,5,3,30.02061805,31.53881207732435,8,0.6,0,0,0,1,0,0,8,0,0
150,3,2,30.0521177,31.3422045,4,0.6666666666666666,1,1,0,0,0,0,5,2,2
74,2,1,30.093319,31.63791604173324,8,0.5,0,1,0,0,0,0,3,0,0
146,3,2,30.063584,31.4889939,6,0.6666666666666666,0,1,0,0,0,0,5,0,0
90,2,1,30.063584,31.4889939,10,0.5,1,1,0,0,0,0,3,1,2
155,3,3,30.063584,31.4889939,1,1.0,1,1,0,0,0,0,6,0,0
88,1,1,14.550879,121.1362882,6,1.0,1,1,0,0,0,0,2,0,0
220,3,3,30.0488414,31.4502418,2,1.0,0,1,0,0,0,0,6,0,0
119,3,3,30.063584,31.4889939,10,1.0,1,1,0,0,0,0,6,0,0
127,3,2,30.063584,31.4889939,5,0.6666666666666666,1,1,0,0,0,0,5,0,0
134,2,2,30.2006796,31.677725304975123,3,1.0,0,1,0,0,0,0,4,0,0
134,2,2,30.2006796,31.677725304975123,3,1.0,0,1,0,0,0,0,4,1,1
96,2,1,30.093319,31.63791604173324,8,0.5,0,1,0,0,0,0,3,0,0
90,2,2,30.093319,31.63791604173324,11,1.0,0,1,0,0,0,0,4,0,0
74,2,1,30.093319,31.63791604173324,9,0.5,1,1,0,0,0,0,3,1,1
190,3,2,30.0521177,31.3422045,9,0.6666666666666666,1,1,0,0,0,0,5,0,0
200,3,3,29.9597112,31.258077057336912,13,1.0,1,1,0,0,0,0,6,1,1
119,3,3,30.063584,31.4889939,5,1.0,1,1,0,0,0,0,6,0,0
170,2,2,30.0632671,31.4544799,4,1.0,0,1,0,0,0,0,4,0,0
110,2,1,30.093319,31.63791604173324,10,0.5,0,1,0,0,0,0,3,0,0
183,3,3,30.093319,31.63791604173324,7,1.0,0,1,0,0,0,0,6,0,0
160,3,2,30.0304045,31.5482001,8,0.6666666666666666,1,1,0,0,0,0,5,0,0
154,3,3,30.063584,31.4889939,7,1.0,1,1,0,0,0,0,6,0,0
130,2,1,30.0123303,31.51555386421819,8,0.5,0,1,0,0,0,0,3,0,0
136,3,3,30.063584,31.4889939,4,1.0,1,1,0,0,0,0,6,0,0
200,3,2,30.0632671,31.4544799,9,0.6666666666666666,0,1,0,0,0,0,5,0,0
92,2,2,30.063584,31.4889939,10,1.0,1,1,0,0,0,0,4,0,0
160,2,1,30.093319,31.63791604173324,11,0.5,1,1,0,0,0,0,3,0,0
82,2,1,30.093319,31.63791604173324,8,0.5,0,1,0,0,0,0,3,0,0
78,2,1,30.093319,31.63791604173324,5,0.5,0,1,0,0,0,0,3,0,0
103,3,2,30.093319,31.63791604173324,9,0.6666666666666666,1,1,0,0,0,0,5,0,0
