HouseType,Price,Size,Bedrooms,Bathrooms,Level,Furnished,Area,City,ElectricityMeter,BuiltinKitchenAppliances,WaterMeter,Elevator,Balcony,NaturalGas,Landline,Security,CentralAC,CoveredParking,PetsAllowed,PrivateGarden,MaidsRoom,Pool,Lat,Long
Apartment,12000,116,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,11000,200,3,2,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,22000,250,3,2,0,1,5th Settlement,Cairo,1,1,1,0,0,1,1,0,1,0,0,0,0,0,30.0632671,31.4544799
Apartment,7500,130,3,1,0,1,5th Settlement,Cairo,1,1,1,0,1,0,1,0,1,0,0,0,0,0,30.0632671,31.4544799
Apartment,25000,80,2,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,12000,116,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,12000,166,3,2,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,10000,140,2,2,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,12000,170,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,13000,180,3,2,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,30000,220,4,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,12000,220,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,20000,380,4,3,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,50000,500,1,2,0,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,22000,350,3,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,15000,200,3,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,19000,140,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0,30.093319,31.63791604173324
Apartment,11000,165,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,9500,200,3,2,5,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,75000,420,2,3,0,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Studio,20000,59,1,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,0,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,40000,200,3,2,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,30000,96,2,2,4,0,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,16000,70,1,1,3,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,10000,100,2,1,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,12500,200,3,2,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,13000,200,3,2,3,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,1500,120,2,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,25000,155,2,3,1,1,Katameya Plaza,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.018619,31.42209475580205
Apartment,115000,150,2,3,2,1,Katameya Heights,Cairo,0,1,0,0,1,0,0,0,1,1,1,0,0,0,29.99539705,31.40535759085526
Studio,23000,88,1,1,1,1,The Village,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,10.7592548,122.5895577
Apartment,14000,100,2,1,1,0,5th Settlement,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,13500,145,3,1,3,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Penthouse,60000,350,3,3,3,0,Lake view Residence,Cairo,0,0,0,1,1,0,0,1,1,1,1,0,1,1,30.0244139,31.538300149025318
Apartment,18000,145,2,2,3,1,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,0,1,1,0,1,0,0,0,29.9865446,31.552985
Apartment,60000,157,3,2,3,0,Eastown,Cairo,1,0,1,1,1,1,0,1,0,0,1,0,0,0,30.012330300000002,31.51555386421819
Apartment,37000,250,3,3,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,2500,220,3,3,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,850,250,3,3,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,850,220,3,3,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,46500,120,2,2,0,1,Hyde Park New Cairo,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,29.9865446,31.552985
Apartment,25000,90,2,1,1,1,Rehab City,Cairo,1,1,0,0,1,0,0,1,1,1,1,0,0,0,30.063584,31.4889939
Apartment,20000,135,2,3,0,1,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,29.9865446,31.552985
Apartment,25000,145,3,2,1,1,New Cairo,Cairo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,18000,211,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,26000,116,3,2,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,96,2,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,16000,165,3,3,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,17000,172,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,8500,96,2,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,2000,250,3,3,7,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,1700,230,3,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,17000,90,1,1,1,0,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,24000,89,2,1,3,1,Madinaty,Cairo,1,0,1,1,0,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Studio,16000,70,1,1,3,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Studio,26000,70,1,1,3,1,The Village,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10.7592548,122.5895577
Apartment,15000,185,3,2,6,0,Hyde Park New Cairo,Cairo,1,0,1,1,1,1,0,0,0,0,0,0,0,0,29.9865446,31.552985
Apartment,9500,200,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,2000,200,3,2,4,1,Heliopolis,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.1005985,31.3329136
Apartment,1500,150,2,1,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,0,1,0,0,0,0,30.0521177,31.3422045
Apartment,35000,220,3,3,4,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.3040807,-74.01013495333201
Apartment,1000,200,3,2,4,0,Heliopolis,Cairo,1,0,1,1,0,1,1,1,1,1,1,1,1,1,30.1005985,31.3329136
Apartment,1000,250,3,3,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,17000,200,3,2,10,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,1200,250,3,3,2,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,1500,300,3,3,10,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0,30.0521177,31.3422045
Apartment,2000,300,3,3,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0521177,31.3422045
Apartment,12000,135,3,2,1,0,Madinaty,Cairo,1,0,0,1,1,1,1,1,0,1,0,0,0,0,30.093319,31.63791604173324
Apartment,13000,135,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,12000,182,3,3,4,0,Al Burouj,Cairo,0,0,0,1,1,0,0,1,0,0,1,0,0,0,30.2006796,31.677725304975123
Apartment,12000,180,3,3,6,0,Al Burouj,Cairo,0,0,0,1,1,0,0,1,0,0,1,0,0,0,30.2006796,31.677725304975123
Apartment,12000,181,3,3,3,0,Al Burouj,Cairo,0,0,0,1,1,0,0,1,0,0,1,0,0,0,30.2006796,31.677725304975123
Apartment,20000,135,2,3,0,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,1,30.0632671,31.4544799
Apartment,22000,116,3,2,3,1,Madinaty,Cairo,0,1,0,1,1,0,0,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,22000,96,2,2,5,1,Madinaty,Cairo,0,1,0,1,1,0,0,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,20000,90,2,1,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,23000,85,2,1,0,1,Madinaty,Cairo,0,1,0,0,1,0,0,1,1,1,1,1,0,0,30.093319,31.63791604173324
Apartment,18000,75,2,1,2,1,Madinaty,Cairo,0,1,0,1,1,0,0,1,1,1,0,0,0,0,30.093319,31.63791604173324
Apartment,20000,135,2,3,0,0,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,1,29.9865446,31.552985
Apartment,50000,150,3,2,4,1,Madinaty,Cairo,0,1,0,1,1,0,0,1,1,1,1,0,0,0,30.093319,31.63791604173324
Apartment,8500,240,3,2,3,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,15000,220,3,2,3,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Duplex,30000,420,4,3,1,0,5th Settlement,Cairo,1,1,0,0,1,1,0,0,1,0,0,0,0,0,30.0632671,31.4544799
Studio,14700,65,1,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,35000,220,3,3,3,0,Eastown,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,1,30.012330300000002,31.51555386421819
Apartment,2300,100,2,1,12,0,Badr City,Cairo,1,0,1,0,1,0,0,0,0,0,0,0,0,0,30.142806,31.742824
Apartment,9000,73,2,1,4,1,3rd Settlement,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,17500,160,3,2,2,0,Fifth Square,Cairo,1,1,1,1,1,1,1,0,1,1,1,0,0,1,30.051085999999998,31.537079494992852
Apartment,4200,117,3,1,2,1,Badr City,Cairo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,30.142806,31.742824
Apartment,1300,150,3,2,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,13000,90,2,1,3,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,1,0,30.063584,31.4889939
Apartment,12000,82,2,1,0,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,0,1,0,0,30.093319,31.63791604173324
Apartment,13000,131,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0,30.093319,31.63791604173324
Apartment,40000,175,3,3,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,1,0,0,0,0,30.093319,31.63791604173324
Apartment,20000,180,2,2,4,1,New Cairo,Cairo,1,1,1,1,1,1,1,0,1,0,1,1,0,0,42.3040807,-74.01013495333201
Apartment,18000,170,2,2,3,1,New Cairo,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,35000,99,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,9000,96,2,2,1,0,Madinaty,Cairo,1,0,1,0,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Penthouse,52000,166,2,3,4,1,Mountain View Hyde Park,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,29.98737805,31.5554474
Apartment,25000,200,3,3,3,0,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,15000,128,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,22000,156,3,3,3,0,Eastown,Cairo,1,0,1,1,1,1,0,1,1,1,1,0,1,0,30.012330300000002,31.51555386421819
Apartment,13000,131,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,12000,116,3,2,1,0,Madinaty,Cairo,1,0,1,0,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,15000,140,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,12000,82,2,1,0,0,Madinaty,Cairo,1,0,1,0,1,1,0,1,1,0,0,1,0,0,30.093319,31.63791604173324
Apartment,25000,116,3,2,1,1,Madinaty,Cairo,1,1,0,1,1,1,0,1,1,1,1,0,0,0,30.093319,31.63791604173324
Apartment,25000,101,2,1,2,1,Celia,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0,30.0884884,31.3009836
Apartment,40000,175,3,3,4,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,31000,80,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,0,1,1,0,0,1,0,0,30.093319,31.63791604173324
Apartment,22000,96,2,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,45000,150,3,2,1,1,El Yasmeen 4,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0492082,31.4502418
Apartment,50000,230,3,3,1,1,Smart Life,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,1,30.01116,31.488063247082138
Apartment,30000,160,3,2,3,1,5th Settlement,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,30.0632671,31.4544799
Studio,10000,35,1,1,3,1,5th Settlement,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,60000,160,3,3,2,1,Eastown,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.012330300000002,31.51555386421819
Apartment,1500,140,3,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,10000,90,2,1,2,0,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,1,1,0,0,30.063584,31.4889939
Apartment,18000,96,2,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,18000,103,3,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,20000,125,3,1,4,1,Rehab City,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0,30.063584,31.4889939
Apartment,25000,90,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,30000,89,2,2,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,30000,96,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,14000,96,2,2,3,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,22000,96,2,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,82,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,34000,200,3,3,2,0,Eastown,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,1,30.012330300000002,31.51555386421819
Apartment,22000,230,3,2,0,1,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,20000,82,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,1,0,0,30.093319,31.63791604173324
Apartment,18000,125,2,1,0,1,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Studio,22000,75,1,1,0,1,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,1,1,1,0,1,42.3040807,-74.01013495333201
Apartment,18000,96,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,20000,170,3,2,12,1,5th Settlement,Cairo,0,1,0,1,1,0,1,0,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,20000,82,2,1,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,170,3,2,0,1,1st Settlement,Cairo,0,1,0,0,1,0,0,0,1,0,0,1,0,0,30.0632671,31.4544799
Apartment,11000,220,3,2,1,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,1,0,0,0,0,42.3040807,-74.01013495333201
Apartment,40000,150,2,3,1,1,5th Settlement,Cairo,0,1,0,0,1,0,1,0,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,20000,100,2,1,4,1,Madinaty,Cairo,1,1,0,1,1,1,0,1,1,1,1,0,0,0,30.093319,31.63791604173324
Apartment,32000,90,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,7500,100,1,1,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,17000,165,3,2,0,0,Rehab City,Cairo,1,0,1,0,1,1,1,1,0,0,0,1,0,0,30.063584,31.4889939
Apartment,13000,135,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,1,0,0,0,0,30.093319,31.63791604173324
Apartment,23000,90,2,1,5,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0,30.063584,31.4889939
Apartment,650,140,3,1,5,1,Heliopolis,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.1005985,31.3329136
Apartment,15000,139,3,3,3,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,12000,99,2,1,4,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,19000,133,3,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,30.093319,31.63791604173324
Apartment,25000,90,2,1,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,42.3040807,-74.01013495333201
Apartment,15000,210,3,2,0,0,Dar Misr,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0,30.1235742,31.724585632889735
Apartment,25000,160,3,2,3,1,New Cairo,Cairo,1,1,1,1,1,1,0,1,1,1,1,0,0,0,42.3040807,-74.01013495333201
Apartment,22000,176,3,3,3,1,Fifth Square,Cairo,1,1,1,1,1,1,0,1,1,1,1,0,0,0,30.051085999999998,31.537079494992852
Apartment,83700,220,3,5,2,1,Cairo Festival City,Cairo,1,1,1,1,1,1,0,1,1,1,1,0,0,0,30.026992800000002,31.40906325945414
Apartment,1200,140,3,2,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,15000,196,3,3,2,0,Sephora Heights,Cairo,1,0,1,1,1,1,0,1,0,1,1,0,0,0,29.992286800000002,31.50490150402916
Apartment,120000,450,3,4,2,1,Katameya Dunes,Cairo,0,1,0,1,1,0,0,1,1,0,0,0,1,0,30.0014688,31.5198459
Apartment,25000,127,3,2,4,0,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0,30.063584,31.4889939
Apartment,55000,350,3,3,2,1,Al Narges,Cairo,0,1,0,0,1,0,1,0,1,0,0,0,0,0,29.957607,31.7190836
Apartment,16000,78,2,1,4,1,Madinaty,Cairo,1,1,1,1,1,0,1,1,1,0,1,0,0,0,30.093319,31.63791604173324
Apartment,35000,200,3,3,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,0,30.063584,31.4889939
Apartment,18000,211,3,3,1,0,Madinaty,Cairo,0,0,0,1,1,0,0,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,70000,240,3,3,2,0,Mivida,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.00579785,31.537649320922906
Apartment,7500,92,2,1,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Studio,31000,300,1,2,2,1,1st Settlement,Cairo,1,1,1,0,1,1,1,1,1,1,0,1,1,1,30.0632671,31.4544799
Apartment,6500,50,1,1,0,1,New Cairo,Cairo,1,0,1,0,0,0,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,12000,135,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,17000,211,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0,30.093319,31.63791604173324
Duplex,15000,176,3,3,0,0,Al Burouj,Cairo,0,0,0,0,1,0,0,1,0,0,0,1,1,0,30.2006796,31.677725304975123
Apartment,12000,116,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,14500,210,3,3,1,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,15000,128,3,2,3,0,Madinaty,Cairo,1,0,0,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,20000,242,4,2,2,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0632671,31.4544799
Apartment,17000,172,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,13000,131,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,10000,78,2,1,0,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,1,0,0,30.093319,31.63791604173324
Apartment,20000,103,3,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,0,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,15000,140,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,15000,200,3,2,0,0,5th Settlement,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,11000,124,3,2,3,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,45000,133,2,2,4,1,Mivida,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,1,30.00579785,31.537649320922906
Apartment,22000,131,3,3,2,0,Rehab City,Cairo,1,0,1,0,1,0,0,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,10000,180,3,2,1,0,5th Settlement,Cairo,0,1,0,1,1,0,1,0,1,0,0,0,0,0,30.0632671,31.4544799
Apartment,8000,84,2,1,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,10000,140,3,2,0,0,Midtown,Cairo,1,0,1,0,0,0,0,1,0,1,1,0,0,0,30.0124522,31.500909086325436
Apartment,15000,230,3,2,1,0,El Yasmeen 7,Cairo,1,0,1,1,0,1,1,1,0,0,0,0,0,0,30.0364297,31.438918
Apartment,25000,172,3,3,2,0,Fifth Square,Cairo,1,0,0,0,1,0,0,1,0,1,0,0,0,0,30.051085999999998,31.537079494992852
Apartment,25000,200,2,2,1,0,New Cairo,Cairo,1,1,1,0,0,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,30000,185,3,3,2,0,Hyde Park New Cairo,Cairo,0,0,1,1,1,0,1,1,0,1,1,0,0,0,29.9865446,31.552985
Apartment,7500,73,2,1,4,1,3rd Settlement,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,10500,250,3,2,0,0,New Cairo,Cairo,1,0,1,0,0,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,35000,233,4,4,4,0,Hyde Park New Cairo,Cairo,0,0,1,1,1,0,1,1,0,1,1,1,0,0,29.9865446,31.552985
Apartment,7000,120,2,1,5,0,Nasr City,Cairo,1,0,1,1,0,1,0,0,0,0,0,0,0,0,30.0521177,31.3422045
Duplex,20000,500,6,4,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,1,0,0,42.3040807,-74.01013495333201
Penthouse,50000,245,3,4,4,1,Fifth Square,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,1,30.051085999999998,31.537079494992852
Apartment,15000,150,2,2,2,1,Nasr City,Cairo,1,0,1,0,0,1,1,0,0,0,0,0,0,0,30.0521177,31.3422045
Penthouse,45000,300,3,3,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42.3040807,-74.01013495333201
