HouseType,Price,Size,Bedrooms,Bathrooms,Level,Furnished,Area,City,ElectricityMeter,BuiltinKitchenAppliances,WaterMeter,Elevator,Balcony,NaturalGas,Landline,Security,CentralAC,CoveredParking,PetsAllowed,PrivateGarden,MaidsRoom,Pool,Lat,Long
Apartment,12000,107,2,1,5,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0,30.093319,31.63791604173324
Apartment,9500,150,2,2,1,0,5th Settlement,Cairo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,11000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,40000,300,4,2,1,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,15000,131,3,2,4,0,Rehab City,Cairo,1,0,0,1,0,1,1,1,0,0,1,0,0,0,30.063584,31.4889939
Apartment,25000,131,3,2,1,1,Rehab City,Cairo,1,1,1,1,1,0,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,60000,350,4,3,3,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,50000,165,3,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,1,30.093319,31.63791604173324
Apartment,35000,300,4,3,3,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Studio,16000,64,1,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,28000,300,4,3,9,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,25000,90,2,1,1,1,Rehab City,Cairo,1,1,1,0,1,1,0,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,10000,140,2,1,7,0,Sheraton,Cairo,1,1,1,1,0,1,1,1,1,0,0,0,0,0,30.107562199999997,31.40870574519208
Apartment,45000,370,4,3,10,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,22000,200,2,2,4,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0,30.0632671,31.4544799
Apartment,7000,180,2,2,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,15000,90,2,1,1,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,1,0,30.063584,31.4889939
Apartment,16000,200,3,3,1,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,12000,250,3,2,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,16000,128,3,2,0,0,Madinaty,Cairo,1,0,1,0,1,0,0,1,0,0,0,1,0,0,30.093319,31.63791604173324
Apartment,25000,89,2,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0,30.093319,31.63791604173324
Apartment,18000,200,4,3,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,35000,120,2,2,0,0,Lake view Residence,Cairo,1,0,0,1,1,1,1,1,1,1,1,1,0,0,30.0244139,31.538300149025318
Duplex,50000,21,3,4,0,1,Mountain View Executive,Cairo,0,1,0,0,1,0,0,1,1,0,0,1,1,0,29.9907121,31.5121515
Apartment,4500,130,3,2,4,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,12000,107,2,1,5,0,Madinaty,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,34000,24,4,4,3,0,Palm Hills New Cairo,Cairo,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30.01949485,31.493020085928507
Apartment,1000,140,3,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,15400,170,3,3,2,0,New Capital City,Cairo,1,0,1,1,0,1,0,1,0,0,0,0,0,0,30.1075843,31.729161
Apartment,30000,175,3,3,2,1,Mountain View Hyde Park,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0,29.98737805,31.5554474
Apartment,25000,164,3,2,2,0,Mountain View Hyde Park,Cairo,1,1,1,1,1,1,1,1,0,0,1,0,0,0,29.98737805,31.5554474
Apartment,20000,147,3,2,1,0,Fifth Square,Cairo,1,0,1,1,1,1,1,1,1,0,1,0,0,0,30.051085999999998,31.537079494992852
Apartment,60000,345,4,4,9,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,6400,120,3,2,1,0,Al Hadaba Al Wosta,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0,29.9996679,31.292451156904992
Apartment,25000,122,2,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,1,1,0,0,30.063584,31.4889939
Apartment,3000,200,5,3,7,1,Sheraton,Cairo,1,1,1,1,0,0,1,0,0,0,0,0,0,0,30.107562199999997,31.40870574519208
Apartment,50000,400,7,3,6,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,45000,400,4,3,11,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,8000,220,3,3,2,0,Obour City,Cairo,1,0,1,0,1,0,1,0,0,0,1,0,0,0,30.1639624,31.4783856
Apartment,75000,600,8,6,1,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,30000,250,3,3,8,0,Nasr City,Cairo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,50000,145,2,2,2,0,Lake view Residence,Cairo,1,1,1,0,0,1,0,1,1,1,1,0,0,0,30.0244139,31.538300149025318
Apartment,7500,78,2,1,3,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,120000,550,8,4,3,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,40000,300,4,3,6,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,85000,500,7,3,5,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,12000,116,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,35000,300,5,3,5,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Penthouse,25000,220,3,4,12,0,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0632671,31.4544799
Duplex,60000,350,4,3,4,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,70000,350,7,3,4,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,70000,350,7,3,4,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,45000,400,5,3,9,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,25000,140,3,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0,30.093319,31.63791604173324
Apartment,15000,120,2,1,7,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,6500,160,3,2,0,0,Shorouk City,Cairo,1,0,1,0,1,1,0,1,0,1,0,1,0,0,30.149150650000003,31.629114053470285
Apartment,8500,140,2,2,2,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,9500,116,3,2,3,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,11000,99,2,1,5,0,Rehab City,Cairo,1,0,1,1,1,1,0,1,0,0,1,0,0,0,30.063584,31.4889939
Apartment,25000,250,4,3,6,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,25000,250,4,3,4,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,25000,230,3,2,8,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,20000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0,30.063584,31.4889939
Duplex,16000,240,3,2,1,0,Nasr City,Cairo,1,0,1,1,1,1,1,0,0,1,0,0,0,0,30.0521177,31.3422045
Apartment,30000,320,6,3,8,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,50000,350,7,3,4,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,30000,250,3,2,6,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,150000,550,8,4,3,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,30000,192,4,2,3,0,Hyde Park New Cairo,Cairo,1,0,1,1,1,0,0,1,0,0,1,0,0,1,29.9865446,31.552985
Apartment,30000,140,3,2,3,1,Mountain View Hyde Park,Cairo,1,1,1,1,1,0,0,1,0,0,1,0,0,1,29.98737805,31.5554474
Apartment,45000,200,3,2,7,1,Nasr City,Cairo,0,1,0,1,0,1,0,0,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,18000,162,3,3,3,0,Rehab City,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0,30.063584,31.4889939
Apartment,14000,119,3,3,2,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,13000,140,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,65000,500,8,4,2,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,11000,107,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,50000,120,2,1,7,1,Zamalek,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0,30.055459550000002,31.219631655798278
Apartment,15000,119,3,3,2,0,Rehab City,Cairo,1,0,1,1,0,1,1,1,0,0,1,0,0,0,30.063584,31.4889939
Apartment,18000,162,3,3,5,0,Rehab City,Cairo,1,0,1,1,0,1,1,1,0,0,1,0,0,0,30.063584,31.4889939
Apartment,19000,162,3,3,3,0,Rehab City,Cairo,1,0,1,1,0,1,1,1,0,0,1,0,0,0,30.063584,31.4889939
Apartment,30000,192,4,4,3,0,Palm Hills New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.01949485,31.493020085928507
Apartment,2000,120,2,2,4,1,Sheraton,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0,30.107562199999997,31.40870574519208
Studio,2500,160,3,2,3,1,Sheraton,Cairo,1,1,1,1,0,0,1,0,0,0,0,0,0,0,30.107562199999997,31.40870574519208
Duplex,30000,500,4,5,1,0,El Yasmeen 2,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0279437,31.4931625
Apartment,12000,116,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,11000,250,3,2,2,0,Al Narges,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0,29.957607,31.7190836
Duplex,20000,400,3,3,1,0,5th Settlement,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,12000,130,2,1,5,1,Zahraa Al Maadi,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,29.9647127,31.2825293
Apartment,30000,90,2,1,1,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,1,0,30.063584,31.4889939
Apartment,22000,250,3,3,2,0,Al Narges,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,29.957607,31.7190836
Apartment,1000,60,2,1,5,0,Marg,Cairo,1,0,1,0,0,1,0,0,0,0,0,0,0,0,30.1442089,31.3601851
Apartment,25000,186,3,3,4,1,5th Settlement,Cairo,1,1,1,1,0,1,1,0,1,0,0,0,0,1,30.0632671,31.4544799
Apartment,1100,150,2,2,7,1,Heliopolis,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.1005985,31.3329136
Apartment,15000,60,1,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,1,1,1,0,0,30.093319,31.63791604173324
Apartment,8000,78,2,1,5,0,Madinaty,Cairo,1,0,1,0,1,0,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,28000,123,3,2,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,1,0,1,0,0,30.093319,31.63791604173324
Apartment,10000,115,2,2,0,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,1500,70,1,1,3,0,Zawya al-Hamra,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0984693,31.262636096602584
Apartment,300,140,3,4,4,1,Heliopolis,Cairo,1,1,1,1,0,1,1,1,1,1,1,1,1,1,30.1005985,31.3329136
Studio,800,75,1,1,1,1,Madinaty,Cairo,0,1,0,1,1,0,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,10000,143,3,1,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0,30.093319,31.63791604173324
Apartment,17000,99,2,1,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,1,0,30.063584,31.4889939
Apartment,13000,110,3,1,6,0,Zahraa Al Maadi,Cairo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.9647127,31.2825293
Apartment,24000,180,3,3,3,0,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,1,1,0,30.063584,31.4889939
Apartment,11000,200,3,2,3,0,El Yasmeen 6,Cairo,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30.0490039,31.4502418
Apartment,2900,80,2,1,2,1,Marg,Cairo,1,1,1,0,1,1,1,0,0,0,0,0,0,0,30.1442089,31.3601851
Apartment,16000,133,3,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,3000,90,2,1,2,0,Hadayek Helwan,Cairo,1,0,1,0,0,1,1,0,0,0,0,0,0,0,29.8968261,31.3009298
Apartment,10000,124,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,20000,78,2,1,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,15000,90,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,7000,110,3,1,0,0,5th Settlement,Cairo,1,0,1,0,0,1,1,1,0,0,1,1,0,1,30.0632671,31.4544799
Studio,15000,70,1,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,13000,131,3,2,3,0,Rehab City,Cairo,1,0,1,1,0,1,0,0,0,0,0,0,0,0,30.063584,31.4889939
Apartment,7000,85,2,1,3,0,Obour City,Cairo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1639624,31.4783856
Apartment,25000,250,4,2,11,1,Nasr City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,15000,131,3,2,5,0,Rehab City,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0,30.063584,31.4889939
Apartment,15000,220,3,2,3,0,Nasr City,Cairo,1,0,0,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,17000,200,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,7500,130,3,2,4,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,15000,82,2,1,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0,30.093319,31.63791604173324
Duplex,45000,310,4,4,3,0,Eastown,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,1,30.012330300000002,31.51555386421819
Apartment,30000,110,3,2,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,30.063584,31.4889939
Apartment,15000,140,3,2,3,0,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Duplex,25000,150,2,3,7,0,Porto New Cairo,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,0,1,30.0641413,31.42413429130798
Apartment,18000,2002,3,2,1,0,1st Settlement,Cairo,1,1,1,0,1,1,0,0,1,0,0,0,0,0,30.0632671,31.4544799
Duplex,40000,234,3,3,0,1,Hyde Park New Cairo,Cairo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29.9865446,31.552985
Apartment,9000,96,2,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,12000,160,3,1,8,1,Helwan,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,29.8500001,31.333333
Apartment,20000,175,3,3,3,1,5th Settlement,Cairo,1,0,1,1,0,1,0,0,1,0,0,0,0,0,30.0632671,31.4544799
Apartment,12000,131,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,24000,180,3,3,4,0,Rehab City,Cairo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.063584,31.4889939
Apartment,20000,96,2,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,5000,20,3,2,5,1,Nasr City,Cairo,1,0,1,1,0,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Duplex,22000,27,3,3,0,0,Al Narges,Cairo,0,1,0,0,1,0,0,1,1,0,0,1,0,0,29.957607,31.7190836
Apartment,30000,147,3,2,2,0,Uptown Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.02362815,31.304425051498075
Apartment,20000,136,3,3,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,30000,185,3,3,3,0,Hyde Park New Cairo,Cairo,1,0,1,1,0,1,0,1,1,1,1,0,0,1,29.9865446,31.552985
Apartment,30000,99,2,1,3,1,Rehab City,Cairo,1,1,1,1,1,1,0,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,15000,200,4,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,35000,155,3,3,0,1,EL Patio 7,Cairo,1,1,1,1,1,1,0,1,1,1,1,1,0,1,30.1408848,31.6108042
Apartment,10500,120,3,1,5,1,Matareya,Cairo,1,1,1,1,1,1,1,0,0,0,0,0,0,0,30.12153025,31.304378656632124
Apartment,30000,150,3,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,32000,131,3,2,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.063584,31.4889939
Apartment,20000,170,3,2,3,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0521177,31.3422045
Apartment,11000,90,2,1,2,0,Rehab City,Cairo,1,0,0,0,1,1,1,1,0,1,0,0,0,0,30.063584,31.4889939
Apartment,22000,200,3,2,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.0521177,31.3422045
Apartment,2500,102,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,1,0,1,1,0,0,30.093319,31.63791604173324
Apartment,25000,175,3,2,2,0,5th Settlement,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,30000,220,3,2,2,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,1,30.0632671,31.4544799
Apartment,11000,90,2,1,0,0,Madinaty,Cairo,1,0,0,1,1,1,1,1,0,0,0,1,0,0,30.093319,31.63791604173324
Apartment,10000,170,3,3,2,0,El Lotus,Cairo,1,0,1,1,1,0,0,1,1,1,0,0,0,0,30.01917005,31.503741305690617
Apartment,9000,200,2,2,2,1,1st Settlement,Cairo,1,1,1,0,1,1,0,0,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,25000,92,2,1,6,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0,30.093319,31.63791604173324
Apartment,17000,200,3,3,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,96,2,2,3,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,17000,211,3,3,6,0,Madinaty,Cairo,1,0,1,1,1,0,1,0,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,35000,200,3,2,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,0,0,0,0,0,0,0,42.3040807,-74.01013495333201
Apartment,9000,96,2,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,19000,96,2,2,3,1,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0,30.093319,31.63791604173324
Penthouse,30000,16,4,3,3,0,Mountain View Hyde Park,Cairo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29.98737805,31.5554474
Apartment,35000,184,3,3,2,1,Uptown Cairo,Cairo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30.02362815,31.304425051498075
Apartment,25000,256,4,4,3,0,Palm Hills New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.01949485,31.493020085928507
Apartment,18000,80,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,0,0,1,0,0,30.093319,31.63791604173324
Apartment,20000,80,2,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,1,0,0,1,0,0,30.093319,31.63791604173324
Apartment,30000,220,3,2,1,1,El Banafseg 10,Cairo,1,1,1,0,0,1,1,0,1,0,0,0,0,0,30.0639004,31.4542767
Apartment,18000,211,3,3,6,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Duplex,20000,420,4,2,1,0,New Cairo,Cairo,1,0,1,0,1,0,1,1,0,1,0,0,0,0,42.3040807,-74.01013495333201
Apartment,18000,135,2,2,2,0,Mountain View Hyde Park,Cairo,1,0,1,1,1,1,1,1,1,1,0,0,0,0,29.98737805,31.5554474
Apartment,38000,200,3,2,2,1,El Yasmeen 4,Cairo,1,1,1,0,0,1,0,0,1,0,0,0,0,0,30.0492082,31.4502418
Apartment,40000,210,3,4,3,0,Eastown,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,1,1,30.012330300000002,31.51555386421819
Apartment,35000,350,2,1,0,0,Al Narges,Cairo,1,0,1,0,0,0,1,0,0,0,0,1,0,0,29.957607,31.7190836
Apartment,9500,96,2,2,3,0,Madinaty,Cairo,0,0,0,1,1,0,0,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,11000,116,3,2,5,0,Madinaty,Cairo,0,0,0,1,1,0,0,1,0,0,1,0,0,0,30.093319,31.63791604173324
Apartment,8000,82,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,25000,140,3,1,1,1,1st Settlement,Cairo,1,0,1,0,1,1,0,1,0,0,0,0,0,0,30.0632671,31.4544799
Apartment,25000,90,2,1,5,1,Rehab City,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0,30.063584,31.4889939
Apartment,8000,78,2,1,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,11000,89,2,2,1,0,Rehab City,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0,30.063584,31.4889939
Apartment,34000,200,3,2,2,1,El Yasmeen 5,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0,30.0362498,31.4389168
Apartment,25000,200,3,3,2,1,Al Narges,Cairo,1,1,1,0,1,0,1,0,0,0,0,0,0,0,29.957607,31.7190836
Apartment,25000,14,3,3,0,1,Rehab City,Cairo,0,1,0,0,1,0,0,0,1,0,1,1,0,0,30.063584,31.4889939
Apartment,14000,220,3,3,1,0,1st Settlement,Cairo,1,1,1,0,1,1,1,1,1,1,0,1,1,0,30.0632671,31.4544799
Apartment,18000,96,2,2,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,30.093319,31.63791604173324
Apartment,17000,200,1,1,3,1,El Yasmeen 5,Cairo,1,1,1,0,1,1,1,0,1,0,0,1,0,0,30.0362498,31.4389168
Apartment,14000,150,2,1,2,0,1st District,Cairo,1,1,1,0,1,1,1,0,0,0,0,0,0,0,29.9752827,30.9435141
Apartment,7000,90,2,1,10,1,Maadi,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,29.9597112,31.258077057336912
Apartment,18000,132,3,1,4,0,Heliopolis,Cairo,0,0,0,1,1,0,0,0,0,0,0,0,0,0,30.1005985,31.3329136
Apartment,11000,220,3,3,5,0,Al Narges,Cairo,1,0,1,1,1,0,0,0,0,0,0,0,0,0,29.957607,31.7190836
Apartment,30000,256,5,4,4,0,Palm Hills New Cairo,Cairo,1,1,1,1,1,0,1,0,0,0,0,0,0,0,30.01949485,31.493020085928507
Apartment,22000,207,3,4,2,0,Fifth Square,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30.051085999999998,31.537079494992852
Apartment,17000,200,3,3,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0,30.093319,31.63791604173324
Apartment,18000,133,2,2,2,0,Mountain View Hyde Park,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,1,29.98737805,31.5554474
Apartment,30000,156,3,4,2,0,Eastown,Cairo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30.012330300000002,31.51555386421819
Duplex,28000,450,4,3,1,0,El Yasmeen 6,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0,30.0490039,31.4502418
Apartment,12000,200,3,2,1,0,El Banafseg 1,Cairo,1,0,1,1,1,1,0,1,0,0,1,0,0,0,30.0643724,31.4553192
Apartment,47000,128,2,2,2,1,Eastown,Cairo,1,1,1,0,1,1,1,1,1,1,0,0,1,0,30.012330300000002,31.51555386421819
