HouseType,Price,Size,Bedrooms,Bathrooms,Level,Furnished,Area,City,ElectricityMeter,BuiltinKitchenAppliances,WaterMeter,Elevator,Balcony,NaturalGas,Landline,Security,CentralAC,CoveredParking,PetsAllowed,PrivateGarden,MaidsRoom,Pool
Studio,9000,120,1,1,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,1,0,0
Apartment,18000,160,3,3,0,0,Fifth Square,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,25000,400,5,2,2,0,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,17500,140,2,1,0,1,Nasr City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,28000,99,2,1,2,1,Rehab City,Cairo,1,1,1,1,1,0,1,1,1,0,0,0,0,0
Apartment,20000,200,3,2,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,3500,110,2,1,0,1,Badr City,Cairo,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apartment,17000,150,3,3,1,1,Shorouk City,Cairo,1,1,1,1,1,1,0,1,1,0,1,0,0,0
Apartment,25000,240,3,2,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,30000,170,3,3,4,0,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,18000,200,3,2,2,1,Heliopolis,Cairo,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Apartment,18000,95,2,2,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8500,140,2,2,2,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,25000,120,2,1,5,1,Zamalek,Cairo,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Apartment,25000,89,2,2,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,7000,100,2,1,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,25000,165,3,3,5,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,17000,112,3,3,0,0,Rehab City,Cairo,1,0,1,0,1,1,0,1,0,0,1,1,0,0
Apartment,12000,145,3,1,5,0,Madinaty,Cairo,0,0,1,1,1,0,1,1,0,0,0,0,0,0
Duplex,35000,268,3,3,2,0,Hyde Park New Cairo,Cairo,1,0,1,1,1,1,0,1,0,1,1,0,0,1
Apartment,50000,108,3,2,1,1,Rehab City,Cairo,1,0,1,0,1,1,0,1,0,0,0,1,0,0
Apartment,37000,215,3,3,0,0,Cairo Festival City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Apartment,17000,115,2,1,0,0,Heliopolis,Cairo,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Apartment,8000,92,2,1,5,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Apartment,5000,120,3,1,11,1,Gesr Al Suez,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Room,2500,170,3,2,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,8500,160,3,2,2,0,Zahraa Al Maadi,Cairo,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apartment,30000,106,3,2,1,1,Madinaty,Cairo,1,1,1,0,0,1,1,1,1,0,1,1,1,0
Apartment,30000,90,2,1,1,1,Rehab City,Cairo,1,1,1,0,1,1,0,1,0,0,0,1,0,0
Apartment,10000,150,3,2,4,0,Sheraton,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Penthouse,24500,165,3,3,4,0,Mountain View Hyde Park,Cairo,1,0,1,1,1,1,1,1,1,1,1,1,0,1
Apartment,8500,90,2,1,2,0,Rehab City,Cairo,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Apartment,11000,124,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,50000,148,2,3,0,1,Mivida,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Apartment,35000,300,4,3,1,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,45000,300,4,3,5,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,32000,300,4,3,7,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,11000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,50000,320,4,3,10,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Apartment,11000,99,2,1,1,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,1,0
Apartment,40000,119,3,3,1,1,Rehab City,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Apartment,15000,120,2,2,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,23000,109,2,1,3,1,Madinaty,Cairo,1,1,0,1,1,1,1,1,1,0,0,0,0,0
Apartment,14000,190,3,2,3,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,18000,200,3,2,1,1,New Cairo,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Apartment,130000,233,3,3,4,1,Cairo Festival City,Cairo,1,1,1,1,0,1,1,1,0,1,1,0,1,0
Apartment,9000,96,2,2,5,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,0,0,0,0
Studio,10000,65,1,1,0,0,Rehab City,Cairo,1,0,1,0,1,1,1,0,0,0,0,1,0,0
Apartment,50000,108,3,2,1,1,Rehab City,Cairo,1,1,1,0,1,1,0,1,0,0,0,0,0,0
Apartment,18000,100,2,1,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Apartment,1700,230,3,3,2,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,33000,136,3,2,0,1,Madinaty,Cairo,1,1,1,1,1,0,1,1,1,0,1,0,0,0
Apartment,19000,108,2,1,3,1,Rehab City,Cairo,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,40000,233,4,4,4,0,Hyde Park New Cairo,Cairo,1,0,1,1,1,1,0,1,1,1,1,0,1,0
Apartment,9000,140,2,2,5,0,Sheraton,Cairo,1,1,1,0,0,1,1,1,0,1,0,0,0,0
Apartment,25000,96,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,25000,90,2,1,2,1,Rehab City,Cairo,1,1,1,0,1,1,0,1,0,0,0,0,0,0
Apartment,25000,82,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Apartment,950,135,2,1,2,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,60000,189,3,4,5,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,0,1,0,0
Apartment,18000,129,2,1,3,1,Rehab City,Cairo,1,1,1,0,1,1,0,1,0,0,0,0,0,0
Apartment,9000,96,2,2,5,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,1,1,0,0,0
Apartment,20000,300,4,3,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,11000,80,2,1,0,0,Madinaty,Cairo,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Duplex,25000,400,3,3,1,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,15000,150,3,2,1,0,5th Settlement,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15000,200,3,2,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,80,2,1,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,8000,78,2,1,5,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,1,0,0,0,0
Apartment,1000,120,3,1,0,1,Gardenia,Cairo,1,1,1,0,1,1,0,1,0,0,1,1,0,0
Apartment,17000,147,3,2,0,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,0,1,1,0,0
Apartment,35000,200,3,2,0,0,New Cairo,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,30000,300,3,4,11,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,9000,200,3,2,3,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,11000,200,2,2,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,16500,175,3,3,2,1,New Cairo,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,20000,175,3,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,1
Duplex,25000,450,5,3,0,0,Nakheel,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Studio,15000,57,1,1,0,1,Madinaty,Cairo,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Apartment,50000,140,2,2,4,1,Cairo Festival City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,55000,190,3,3,3,1,90 Avenue,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,40000,169,2,3,1,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Apartment,3500,70,2,1,4,0,3rd Settlement,Cairo,1,0,1,0,1,1,1,0,0,0,1,0,0,0
Apartment,20000,250,2,1,0,1,El Banafseg 1,Cairo,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apartment,8000,80,2,1,5,1,Nasr City,Cairo,1,1,1,0,1,1,1,0,0,0,0,0,0,0
Apartment,11000,116,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,1400,190,4,3,4,1,Sheraton,Cairo,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Apartment,600,140,2,2,2,1,Sheraton,Cairo,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Apartment,9000,150,3,2,2,0,Al Diyar,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,1
Apartment,30000,250,3,3,8,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Apartment,30000,300,4,3,5,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Apartment,60000,400,8,3,6,0,Nasr City,Cairo,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Apartment,30000,180,3,2,3,1,New Cairo,Cairo,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,175,3,3,3,0,Mountain View Hyde Park,Cairo,0,0,0,1,1,0,0,1,1,0,1,0,0,1
Apartment,15000,165,3,2,2,0,EL Patio ORO,Cairo,0,0,0,1,1,0,0,1,0,1,1,0,0,0
Apartment,14000,131,3,2,4,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,13000,130,3,2,1,1,New Cairo,Cairo,1,0,1,1,0,1,0,1,0,0,1,0,0,0
Apartment,1500,90,3,1,4,0,Badr City,Cairo,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Apartment,4000,90,2,1,8,0,Helmeyat El Zaytoun,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Apartment,13000,140,2,1,3,0,Maadi,Cairo,1,0,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,25000,160,3,2,10,1,Zamalek,Cairo,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Apartment,25000,127,3,2,0,1,Rehab City,Cairo,1,1,1,1,1,1,0,1,1,1,1,1,0,0
Apartment,7000,120,2,2,1,0,New Cairo,Cairo,1,1,1,1,1,0,0,1,0,1,0,0,0,0
Apartment,25000,96,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Apartment,16000,200,3,2,2,1,Hadayek al-Kobba,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,27000,240,4,3,5,0,Heliopolis,Cairo,1,0,1,0,1,1,0,1,1,0,1,0,0,0
Apartment,6500,180,3,2,2,0,1st Settlement,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15000,175,3,3,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,7200,130,3,2,2,0,Dar Misr,Cairo,1,1,1,1,1,1,1,1,1,0,1,1,0,1
Apartment,6000,225,3,3,2,0,Shorouk City,Cairo,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Apartment,9500,180,3,3,4,0,1st Settlement,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Apartment,10000,90,2,1,9,1,Nasr City,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Apartment,10000,60,1,1,0,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,1,0,0
Apartment,40000,200,3,2,6,1,Nasr City,Cairo,1,1,0,1,1,1,1,0,0,0,0,0,0,0
Apartment,15000,90,2,1,1,1,Rehab City,Cairo,1,1,1,0,1,1,0,0,1,0,0,0,0,0
Apartment,4000,130,3,2,1,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Studio,20000,90,1,1,2,1,Village Gate,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,17000,154,2,2,2,0,Hyde Park New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Penthouse,10000,180,3,2,8,0,Sheraton Residence,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,1,0
Apartment,25000,96,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,0,1,0,0,0,1,0,0
Apartment,17000,132,2,2,2,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,1,1,0,0,1,0
Apartment,15000,130,3,2,4,1,Dar Misr,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,3500,80,2,1,5,1,Shubra,Cairo,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Studio,25000,8,1,2,2,1,The Village,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8000,82,2,1,3,0,Madinaty,Cairo,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Apartment,1799,150,3,2,10,1,Nasr City,Cairo,0,1,0,1,0,1,1,1,1,1,0,0,0,0
Apartment,20000,370,1,1,0,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,1,0,0
Apartment,35000,13,2,2,2,1,Cairo Festival City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,20000,140,2,2,3,1,New Cairo,Cairo,0,1,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,18000,170,2,2,3,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,10000,116,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Apartment,15000,240,3,3,1,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,15,3,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15000,200,3,2,1,0,5th Settlement,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Apartment,18000,140,2,2,0,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,1
Apartment,15000,140,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,0,0,0,0
Penthouse,50000,23,3,4,3,1,Fifth Square,Cairo,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Apartment,5500,140,2,1,2,0,Zawya al-Hamra,Cairo,1,0,0,1,0,1,1,0,0,0,0,0,0,0
Apartment,10000,175,3,2,3,0,El Banafseg 1,Cairo,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Apartment,30000,90,2,1,1,1,Rehab City,Cairo,1,1,1,0,1,1,0,1,0,0,0,0,0,0
Apartment,11000,150,3,2,0,0,Heliopolis,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,1,0
Apartment,26000,220,3,3,2,1,El Banafseg 12,Cairo,1,1,1,0,0,1,1,1,1,0,0,0,0,0
Apartment,15000,185,3,3,2,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,10000,150,3,2,2,0,La Rose,Cairo,1,0,1,1,0,1,1,1,0,1,0,0,0,1
Apartment,30000,210,3,2,5,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,12000,116,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,1,1,0,0,0
Duplex,35000,300,3,3,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,14000,174,3,3,1,0,Madinaty,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Apartment,4500,130,3,2,3,0,Dar Misr,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,150,2,3,3,0,Capital Gardens,Cairo,1,0,0,1,1,1,0,1,1,0,1,0,0,1
Apartment,18000,120,3,1,5,1,Gardenia,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,17000,200,4,3,3,0,Madinaty,Cairo,1,0,1,1,1,0,1,1,0,1,0,0,0,0
Apartment,19000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,28000,85,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,25000,135,3,2,6,1,Madinaty,Cairo,1,1,1,0,1,0,0,1,0,0,0,1,0,1
Apartment,15000,82,2,1,3,1,Mokattam,Cairo,0,1,1,0,0,0,1,1,1,0,0,0,0,0
Apartment,30000,90,2,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,25000,120,3,1,1,1,Nasr City,Cairo,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Apartment,45000,120,3,2,0,1,Nasr City,Cairo,1,0,1,0,0,1,1,0,0,0,0,1,0,0
Apartment,20000,100,2,1,0,1,River Walk,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,11000,116,3,2,1,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,1,1,0,0,0
Apartment,12000,130,3,1,6,1,Nasr City,Cairo,1,1,0,1,1,1,1,0,0,0,0,0,0,0
Apartment,7000,120,3,1,4,1,Maadi,Cairo,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Apartment,750,170,4,2,3,1,Sheraton,Cairo,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Apartment,45000,370,4,3,10,0,Nasr City,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,2500,120,2,1,4,1,Sheraton,Cairo,1,1,1,1,0,1,1,1,1,1,0,0,0,0
Apartment,1000,1000,3,2,4,1,Sheraton,Cairo,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Apartment,40000,200,3,2,0,1,New Cairo,Cairo,0,1,0,0,1,0,0,1,1,0,0,0,0,0
Apartment,47000,202,3,3,0,0,Uptown Cairo,Cairo,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Duplex,48000,280,3,3,0,0,Uptown Cairo,Cairo,1,0,1,1,1,1,0,1,1,1,1,1,1,0
Apartment,4500,125,2,1,2,0,New Cairo,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Apartment,800,93,2,2,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,300,225,5,2,1,1,Shubra,Cairo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment,16000,78,2,1,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,7000,160,3,2,7,0,Gesr Al Suez,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,10500,116,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Studio,15000,85,1,1,9,1,One Kattameya,Cairo,1,1,1,1,1,0,0,1,1,0,1,0,0,0
Apartment,41000,150,3,2,2,1,Fifth Square,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,1500,133,2,2,5,1,Madinaty,Cairo,0,1,0,1,0,1,1,1,1,1,0,0,0,0
Apartment,38000,22,3,3,2,0,Mivida,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,45000,14,2,3,2,1,Eastown,Cairo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Apartment,22000,14,2,2,2,0,Village Gate,Cairo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Penthouse,22000,165,3,3,3,0,5th Settlement,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,17000,131,3,2,2,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,38000,245,3,3,1,0,Mivida,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,1,1
Apartment,22000,208,3,3,4,0,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Studio,10000,62,1,1,0,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Apartment,13000,150,2,1,4,1,Hadayek al-Kobba,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8500,89,2,2,5,0,Madinaty,Cairo,1,0,1,1,1,0,0,0,0,0,1,0,0,0
Apartment,10500,90,2,1,0,1,Heliopolis,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,10000,100,2,1,1,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,25000,100,2,1,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,0,1,1,0
Apartment,8000,78,2,1,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15500,78,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,0,0,1,1,1,1,0,0,0
Apartment,20000,200,4,3,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,66000,160,3,3,4,1,Eastown,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Apartment,11000,165,3,3,2,0,Mountain View iCity,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,1,1
Apartment,20000,200,4,3,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,27000,99,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,5000,85,2,1,2,0,Sayeda Zeinab,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,9000,150,3,2,2,0,Al Diyar,Cairo,1,0,1,1,1,1,1,1,1,1,1,1,0,1
Apartment,35000,241,4,3,2,0,Eastown,Cairo,1,0,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,15000,170,3,2,4,1,5th Settlement,Cairo,1,0,0,0,1,0,1,0,0,0,1,0,0,0
Apartment,2500,90,2,1,5,0,15 May City,Cairo,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Apartment,1000,170,3,2,2,1,Sheraton,Cairo,1,1,1,1,0,0,1,1,0,0,0,0,0,0
Apartment,1500,165,3,2,4,1,Sheraton,Cairo,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Apartment,30000,220,3,3,1,1,El Banafseg 5,Cairo,1,1,1,1,0,1,1,0,1,0,1,0,0,0
Duplex,37000,255,2,2,0,1,Mountain View Executive,Cairo,1,1,1,0,0,1,0,1,1,0,1,1,0,1
Apartment,40000,140,2,2,1,1,Lake view Residence,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Room,5500,20,1,1,2,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,20000,200,3,2,4,1,Sheraton,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Studio,25000,90,1,1,2,1,The Village,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,18000,200,3,3,3,1,Sheraton,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,22000,250,3,2,10,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,10000,117,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,22000,78,2,1,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,18000,168,3,2,3,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,28000,99,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,16000,150,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,27000,99,2,1,1,1,Rehab City,Cairo,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,22000,17,3,3,2,0,EL Patio Casa,Cairo,0,1,0,0,1,0,0,1,1,1,0,0,0,0
Apartment,24000,250,3,3,0,1,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,1,0,1,0,0
Apartment,900,160,2,2,3,1,Degla,Cairo,1,1,0,1,1,1,1,0,0,0,0,0,0,0
Apartment,27000,107,2,1,0,1,Madinaty,Cairo,0,1,0,0,1,0,0,1,1,0,1,1,0,0
Apartment,32000,14,2,2,2,1,The Village,Cairo,0,1,0,0,1,0,0,1,1,0,0,0,0,0
Apartment,22000,16,3,3,1,0,VGK,Cairo,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Apartment,15000,140,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,50000,108,3,2,1,1,Rehab City,Cairo,1,0,1,0,1,1,0,1,0,0,0,0,0,0
Apartment,13500,145,3,1,2,0,Madinaty,Cairo,1,0,1,1,0,1,1,1,0,1,0,0,0,0
Apartment,60000,216,3,3,3,0,Mivida,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Apartment,16000,140,2,1,6,0,Nasr City,Cairo,1,1,0,1,1,1,1,1,1,0,0,0,0,0
Duplex,60000,298,3,3,2,0,Sky Condos Sodic,Cairo,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Studio,20000,100,1,1,1,1,New Cairo,Cairo,0,1,1,1,1,0,1,0,0,0,0,0,0,0
Apartment,13000,82,1,1,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,25000,102,3,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,0,0,0,0,1,0,0
Apartment,7000,130,3,2,3,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,1,0
Apartment,13000,133,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,30000,118,2,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,0,1,0,0,0,1,0,0
Apartment,45000,180,3,3,0,1,AZAD,Cairo,1,1,1,0,1,1,1,1,0,1,0,1,0,0
Penthouse,45000,300,3,3,2,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,25000,116,3,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
