HouseType,Price,Size,Bedrooms,Bathrooms,Level,Furnished,Area,City,ElectricityMeter,BuiltinKitchenAppliances,WaterMeter,Elevator,Balcony,NaturalGas,Landline,Security,CentralAC,CoveredParking,PetsAllowed,PrivateGarden,MaidsRoom,Pool
Apartment,35000,136,3,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,9000,90,2,1,4,0,Rehab City,Cairo,1,0,1,0,1,1,0,1,0,0,0,0,0,0
Studio,20000,60,1,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,1,1,1,0,0
Apartment,30000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,25000,90,2,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,30000,170,3,3,2,0,District 5 Compound,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,1
Apartment,45000,106,3,2,0,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Apartment,25000,90,2,1,2,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,3500,85,2,1,2,1,Badr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Duplex,25000,327,4,5,1,0,Koronfel Heights,Cairo,1,0,1,0,1,1,1,1,0,1,0,0,0,0
Apartment,25000,266,4,4,4,0,Madinaty,Cairo,1,0,0,1,1,1,0,1,0,0,0,0,0,0
Apartment,8500,90,2,1,4,0,Rehab City,Cairo,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Apartment,25000,89,2,2,5,1,Rehab City,Cairo,1,0,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,25000,150,2,2,1,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,15000,105,3,2,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,250,3,2,1,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,18000,240,3,3,2,0,South of Academy,Cairo,1,0,1,0,1,1,1,1,1,1,0,0,0,0
Apartment,20000,120,2,1,3,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Penthouse,88000,305,4,4,4,1,District 5 Compound,Cairo,1,1,1,1,1,1,0,1,1,1,0,0,0,0
Apartment,15000,139,3,3,3,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,1000,140,3,2,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,1700,140,3,2,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,14000,120,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Duplex,15000,300,3,3,0,0,New Cairo - El Tagamoa,Cairo,1,0,1,0,1,1,1,1,0,0,0,1,0,0
Apartment,37000,400,4,3,1,0,5th Settlement,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Duplex,60000,600,4,4,0,1,1st Settlement,Cairo,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Apartment,30000,116,3,2,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,0,0,0,1,0,0
Apartment,13000,119,3,3,3,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Duplex,30000,260,3,3,1,1,New Cairo - El Tagamoa,Cairo,1,1,1,0,1,1,1,1,1,0,0,1,0,0
Apartment,20000,270,3,3,0,0,New Andalous,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15000,220,3,2,2,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Apartment,16000,150,2,2,0,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,15000,200,3,2,0,1,New Cairo - El Tagamoa,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,14000,220,3,2,2,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,32000,146,3,3,3,1,The Village,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,20000,150,2,2,1,1,New Cairo,Cairo,1,1,1,0,1,1,0,1,1,1,0,0,1,0
Apartment,18000,139,3,3,1,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,20000,99,2,1,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Duplex,65000,284,4,3,12,0,Eastown,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,15000,170,3,3,1,0,Rehab City,Cairo,1,0,1,0,1,1,0,1,0,0,1,0,0,0
Apartment,26000,140,2,2,1,1,The Village,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Apartment,30000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,5500,130,3,1,3,1,Badr City,Cairo,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Apartment,22000,96,2,2,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Penthouse,35000,250,4,4,3,0,EL Patio 7,Cairo,1,0,1,1,1,0,1,1,1,1,1,0,0,1
Studio,6000,90,1,1,0,1,South of Academy,Cairo,1,0,1,0,0,1,1,0,0,0,0,1,0,0
Apartment,10000,116,3,2,1,0,Madinaty,Cairo,0,0,0,1,1,0,0,1,0,0,1,0,0,0
Studio,15000,60,1,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,1,1,0,0
Apartment,11000,190,3,2,0,0,New Cairo - El Tagamoa,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,25000,180,3,1,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,13000,225,4,2,4,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,0,1,0,0,0,0,0
Apartment,2200,250,3,3,6,1,Nasr City,Cairo,1,0,1,1,0,1,1,1,1,1,1,1,1,1
Apartment,2000,140,3,2,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,10000,230,3,2,1,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,200,3,2,2,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,208,4,3,3,0,Madinaty,Cairo,1,0,1,1,1,1,0,1,0,0,1,0,0,0
Apartment,5000,70,2,1,12,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,10000,108,2,1,0,0,Madinaty,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Apartment,35000,143,2,2,2,1,Lake view Residence,Cairo,1,1,1,0,1,1,1,0,1,1,1,0,0,0
Apartment,1800,140,3,2,5,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,8000,170,3,3,0,0,Shorouk City,Cairo,1,0,1,1,0,1,0,0,0,0,1,1,0,0
Studio,25000,80,1,2,4,1,Hyde Park New Cairo,Cairo,1,1,1,1,1,0,1,1,0,1,0,0,0,0
Apartment,25000,99,2,1,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Apartment,16000,220,4,2,2,0,Al Narges,Cairo,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Apartment,14000,260,4,2,2,0,South of Academy,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,3500,350,3,3,3,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,20000,170,3,2,3,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,1,0
Apartment,13000,140,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Studio,20000,88,1,1,1,1,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,0,1,1,1,0,1
Apartment,11000,220,3,3,4,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,11000,165,3,2,0,0,New Cairo - El Tagamoa,Cairo,1,0,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,18000,139,3,3,2,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,99,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,13000,225,4,2,4,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Apartment,15000,119,3,3,5,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,1,1,0,0
Apartment,35000,131,3,2,2,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Apartment,50000,175,3,3,4,1,Madinaty,Cairo,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment,40000,131,3,2,2,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0
Studio,12000,75,1,1,0,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,30000,300,3,3,0,0,New Cairo - El Tagamoa,Cairo,1,0,1,0,0,1,1,1,0,1,0,0,0,0
Apartment,35000,116,3,2,3,1,New Cairo,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,20000,82,2,1,0,1,New Cairo,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,0,0
Apartment,16000,160,2,1,6,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,0,1,1,1,0,1,0,0,0
Apartment,30000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Apartment,30000,213,3,4,2,0,Mivida,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,1,1
Apartment,15000,119,3,3,5,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Duplex,40000,320,4,4,0,0,Uptown Cairo,Cairo,1,0,1,0,1,1,1,1,1,0,0,0,0,0
Studio,12000,60,1,1,0,1,New Cairo,Cairo,1,1,1,0,1,0,0,1,1,1,1,1,0,0
Studio,30000,60,1,1,0,1,Mirage Residence,Cairo,1,0,1,0,1,1,0,1,1,1,0,0,0,1
Studio,12000,60,1,1,0,1,New Cairo,Cairo,1,0,1,0,0,0,0,1,0,1,1,1,0,0
Penthouse,45000,300,3,3,2,1,New Cairo - El Tagamoa,Cairo,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Apartment,10000,160,3,2,1,1,South Investors,Cairo,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Apartment,30000,205,3,3,1,1,1st Settlement,Cairo,1,0,0,0,0,0,0,1,0,1,1,0,0,1
Apartment,25000,130,2,2,1,1,Madinaty,Cairo,1,0,0,0,0,0,0,1,0,0,1,0,1,0
Apartment,15000,145,3,2,3,0,Fifth Square,Cairo,1,0,1,1,1,1,1,1,0,1,0,0,0,0
Penthouse,18000,255,3,2,3,0,New Cairo,Cairo,1,0,1,0,1,0,0,1,1,1,1,1,1,0
Apartment,9000,103,3,2,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,70,2,1,4,1,Madinaty,Cairo,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,16000,165,3,3,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,26000,131,3,2,5,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,2000,140,3,2,6,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,12500,150,2,3,3,0,The Square,Cairo,1,0,1,1,0,1,1,0,0,0,1,0,0,0
Apartment,35000,200,3,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,1,0
Apartment,6000,100,2,1,0,1,New Cairo - El Tagamoa,Cairo,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Apartment,45000,270,3,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,0,1,0,0
Duplex,65000,284,4,3,3,1,Eastown,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,65000,197,3,3,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Apartment,11000,150,3,1,1,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,30000,190,3,3,1,0,Village Gardens Katameya,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,45000,188,3,3,2,0,Villette,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Penthouse,50000,300,3,3,2,1,1st Settlement,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,15000,119,3,3,5,0,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Penthouse,18000,350,4,3,4,1,Al Narges,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Duplex,35000,287,4,4,0,0,Mountain View Hyde Park,Cairo,0,0,0,0,0,0,1,1,1,0,1,1,1,1
Studio,20000,60,1,1,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,1,0,0
Apartment,13000,143,3,1,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Studio,18000,60,1,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,1,1,0,0
Apartment,22000,116,2,2,0,1,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,1,0,0
Penthouse,35000,35000,3,4,3,0,EL Patio 7,Cairo,1,0,1,1,1,0,1,1,1,1,0,0,0,0
Penthouse,23000,170,2,2,4,1,Mountain View Executive,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,1000,155,3,2,4,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,20000,140,2,2,5,1,Madinaty,Cairo,0,0,1,1,1,1,1,0,0,0,0,1,0,0
Penthouse,30000,170,2,2,3,1,Mountain View Hyde Park,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,10000,130,3,2,4,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,0,1,1,1,0,0,0,0,0,0
Apartment,30000,90,2,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,6300,150,3,2,2,0,New Cairo - El Tagamoa,Cairo,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Apartment,22000,300,3,2,3,0,West Arabella,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,45000,188,3,2,1,1,Villette,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,18000,160,3,3,1,0,Fifth Square,Cairo,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Duplex,35000,350,4,2,2,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Penthouse,21000,187,3,3,3,0,Fifth Square,Cairo,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Apartment,25000,170,3,2,4,1,New Andalous,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,50000,200,3,3,1,1,Eastown,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Apartment,45000,99,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Duplex,50000,400,4,3,0,1,1st District,Cairo,1,1,1,0,1,1,1,1,1,0,1,1,0,0
Apartment,45000,127,3,2,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,95000,600,4,3,2,0,Katameya Dunes,Cairo,1,0,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,45000,200,3,3,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,0,1,0,0
Apartment,9000,96,2,2,1,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,45000,300,3,3,2,1,Cairo Festival City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Studio,14000,58,1,1,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Apartment,16000,155,3,3,0,0,Rehab City,Cairo,1,0,1,1,1,0,1,1,0,1,1,0,0,0
Apartment,2000,162,3,2,5,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,26000,149,2,2,1,1,Village Gate,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,37000,220,3,3,3,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,28000,131,3,2,5,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,14000,90,2,1,4,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,210,3,3,1,0,Cairo Festival City,Cairo,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Apartment,30000,306,4,3,1,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,18000,160,3,3,1,0,Fifth Square,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,10000,107,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,1,0,1,0,0
Apartment,8000,200,3,3,3,0,El Lotus,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15000,145,3,2,2,0,Fifth Square,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,46000,340,3,3,1,1,EL Shouyfat,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,30000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Apartment,30000,90,2,2,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,13000,140,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,30000,180,3,2,9,1,Nasr City,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,20000,90,2,1,2,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,0,0,0,0
Penthouse,23000,170,2,2,3,0,Mountain View Executive,Cairo,1,0,1,1,0,0,1,1,1,0,0,0,0,1
Apartment,35000,150,3,2,2,1,Fifth Square,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,30000,120,3,2,2,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,40000,150,3,2,0,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Apartment,16000,160,3,3,3,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Apartment,22000,250,3,3,1,0,El Yasmeen 3,Cairo,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Apartment,20000,150,3,1,2,1,5th Settlement,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,50000,170,3,3,0,1,Rehab City,Cairo,1,1,1,1,1,1,1,0,1,1,1,1,0,0
Apartment,18000,100,2,1,7,1,Nasr City,Cairo,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Apartment,33000,200,3,2,3,1,Nasr City,Cairo,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Apartment,1800,81,2,1,5,0,Badr City,Cairo,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Apartment,35000,200,3,3,1,0,El Banafseg 10,Cairo,0,1,0,0,1,0,0,1,1,1,0,0,1,1
Apartment,35000,233,3,3,4,0,Hyde Park New Cairo,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,15000,133,2,2,2,1,Mountain View Hyde Park,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,30000,90,2,1,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Apartment,16000,200,3,2,3,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,25000,130,3,2,5,1,New Cairo - El Tagamoa,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,16000,165,3,3,3,0,Shorouk City,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,25000,89,2,2,5,1,Rehab City,Cairo,1,1,1,1,0,1,1,1,1,0,1,0,0,0
Apartment,13000,140,3,2,2,0,Madinaty,Cairo,1,0,1,1,1,1,1,0,0,1,1,0,0,0
Apartment,20000,86,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Apartment,13000,131,3,2,4,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15000,90,2,1,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,1,1,1,0,1,0
Apartment,18000,165,2,2,4,0,Hyde Park New Cairo,Cairo,1,0,1,1,1,0,0,1,0,1,1,0,1,1
Apartment,25000,89,2,2,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,14000,131,3,2,4,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,1,1,1,0,1,0
Apartment,17000,200,4,3,3,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,33000,99,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,30000,155,3,2,3,1,Rehab City,Cairo,1,0,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,23000,195,3,2,2,0,Fifth Square,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Apartment,20000,400,4,3,2,0,New Cairo - El Tagamoa,Cairo,1,0,1,0,1,0,1,1,0,0,0,0,0,0
Apartment,14000,380,3,3,0,0,New Cairo - El Tagamoa,Cairo,1,0,1,0,0,1,1,1,0,0,0,1,0,0
Apartment,30000,99,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,30000,99,2,1,1,1,Rehab City,Cairo,1,0,1,1,1,1,1,1,1,0,0,0,0,0
Penthouse,25000,213,3,3,2,0,5th Settlement,Cairo,1,0,1,1,1,1,1,1,1,1,0,0,0,0
Apartment,20000,215,3,3,5,0,Palm Hills New Cairo,Cairo,1,1,1,0,1,0,0,1,1,1,1,0,0,0
Apartment,40000,220,3,4,3,0,New Cairo,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,165,2,2,0,1,EL Patio 7,Cairo,1,1,1,0,1,1,1,1,1,0,0,0,0,0
Apartment,30000,153,3,3,2,1,Rehab City,Cairo,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Apartment,10000,107,3,2,5,0,Madinaty,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,99,2,1,1,1,Rehab City,Cairo,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Apartment,38000,190,2,3,3,1,Cairo Festival City,Cairo,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Apartment,16000,162,3,3,2,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,15000,145,3,2,2,0,Fifth Square,Cairo,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Studio,12000,60,1,1,0,0,New Cairo - El Tagamoa,Cairo,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Duplex,25000,213,3,3,2,0,Village Gate,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,25000,90,2,2,3,1,Rehab City,Cairo,1,1,1,1,0,1,1,1,0,0,1,0,0,0
Apartment,16000,140,3,3,2,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,1,0,0,1,0,0,0
Apartment,45000,125,3,2,4,1,Rehab City,Cairo,1,1,1,1,0,1,1,1,0,0,0,0,0,0
Apartment,50000,200,2,2,2,1,Lake view Residence,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Penthouse,23000,250,2,2,3,0,Mountain View Executive,Cairo,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Penthouse,18000,166,2,2,4,0,5th Settlement,Cairo,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,13000,131,3,2,1,0,Rehab City,Cairo,1,0,1,1,1,1,1,0,0,0,0,0,0,0
Apartment,10000,99,2,1,4,0,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,1,1,0,0,0
Penthouse,18000,167,3,2,4,0,Mountain View Hyde Park,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,1,1
Apartment,20000,140,2,2,3,0,Regents Park,Cairo,1,0,1,1,1,1,0,1,1,0,1,0,0,0
Apartment,9000,180,3,2,4,0,New Cairo - El Tagamoa,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,11000,108,3,2,1,0,Rehab City,Cairo,1,0,1,0,1,1,1,1,0,1,1,0,1,0
Apartment,25000,123,3,2,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,0,1,0,0,1,0,0
Apartment,45000,200,3,2,0,1,Rehab City,Cairo,1,1,1,0,1,1,1,0,1,0,0,1,0,0
Apartment,18000,205,3,3,5,0,Madinaty,Cairo,1,0,1,1,1,0,0,1,0,0,0,0,0,0
Duplex,17000,550,5,4,0,0,New Cairo - El Tagamoa,Cairo,1,0,1,0,0,0,1,1,0,0,0,1,0,0
Apartment,5500,130,3,2,2,0,Badr City,Cairo,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,18000,70,2,1,5,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,10000,200,3,2,2,0,South Investors,Cairo,1,0,1,0,0,0,1,1,0,0,0,0,0,0
Apartment,20000,111,2,1,1,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,30000,124,3,2,0,1,Madinaty,Cairo,1,1,1,0,1,1,1,0,1,0,0,1,0,1
Apartment,25000,99,2,1,1,1,Rehab City,Cairo,1,0,1,1,1,1,1,1,0,0,1,1,0,0
Apartment,7000,70,2,1,3,1,3rd Settlement,Cairo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apartment,22000,90,2,1,5,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Apartment,30000,160,3,2,4,1,Rehab City,Cairo,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Apartment,10000,90,2,1,4,1,Rehab City,Cairo,1,1,1,0,1,1,1,1,0,0,1,0,0,0
Apartment,7500,82,2,1,2,1,Madinaty,Cairo,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Apartment,25000,160,3,2,0,1,El Banafseg 4,Cairo,1,1,1,0,1,1,1,1,0,0,0,0,0,0
Apartment,30000,260,4,4,3,0,Palm Hills New Cairo,Cairo,1,1,1,1,1,0,0,1,1,1,0,0,1,0
Apartment,60000,175,3,3,2,1,Stone Residence,Cairo,1,1,1,1,1,1,0,1,1,0,1,0,0,1
Apartment,45000,155,3,2,4,1,Rehab City,Cairo,1,1,1,1,1,1,1,1,1,0,1,0,0,0
